_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,geometry
1,1,330677,A PLUS ACADEMY OF ADVANCEMENT,,PR,,2425 EGLINTON AVE E,Private,330677,2425,Eglinton Ave E,2425 Eglinton Ave E,M1K 5G8,Scarborough,Toronto,,104008,111254,2425,,,,125,"{'type': 'MultiPoint', 'coordinates': [[-79.267103936897, 43.7320819460129]]}"
2,2,524780,A R S ARMENIAN PRIVATE SCHOOL,,PR,,50 HALLCROWN PL,Private,524780,50,Hallcrown Pl,50 Hallcrown Pl,M2J 1P7,North York,Toronto,,104008,438652,50,,,,5778,"{'type': 'MultiPoint', 'coordinates': [[-79.323156147744, 43.770053062482]]}"
3,3,20258267,A Y J GLOBAL ACADEMY,,PR,,4 LANSING SQ,Private,20258267,4,Lansing Sq,4 Lansing Sq,M2J 5A2,North York,Toronto,,104008,438287,4,,,,6007,"{'type': 'MultiPoint', 'coordinates': [[-79.3252164120635, 43.774082570705]]}"
4,4,517961,A Y JACKSON SECONDARY SCHOOL,,EP,Toronto District School Board,50 FRANCINE DR,English Public,517961,50,Francine Dr,50 Francine Dr,M2H 2G6,North York,Toronto,A. Y. Jackson Secondary School,102002,436260,50,,,,5639,"{'type': 'MultiPoint', 'coordinates': [[-79.3665552934095, 43.8052613014219]]}"
5,5,13967401,ABACUS MONTESSORI LEARNING CENTRE,,PR,,4 CREDIT UNION DR,Private,13967401,4,Credit Union Dr,4 Credit Union Dr,M4A 2N8,North York,Toronto,Latvian Canadian Centre,106007,444179,4,,,,5294,"{'type': 'MultiPoint', 'coordinates': [[-79.3190099774403, 43.725432232812]]}"
6,6,4605052,ABU BAKR EDUCATION ACADEMY,,PR,,2665 LAWRENCE AVE E,Private,4605052,2665,Lawrence Ave E,2665 Lawrence Ave E,M1P 2S2,Scarborough,Toronto,,112001,4605051,2665,,,,3828,"{'type': 'MultiPoint', 'coordinates': [[-79.2621633018006, 43.7514534548585]]}"
7,7,8087266,ACACIA INTERNATIONAL HIGH SCHOOL,,PR,,5415 DUNDAS ST W,Private,8087266,5415,Dundas St W,5415 Dundas St W,M9B 1B5,Etobicoke,Toronto,,115001,8087218,5415,,,,558,"{'type': 'MultiPoint', 'coordinates': [[-79.5412901930194, 43.6339646127929]]}"
8,8,322971,ACADEMIE ALEXANDRE DUMAS,,FP,Conseil scolaire Viamonde,255 CORONATION DR,French Public,322971,255,Coronation Dr,255 Coronation Dr,M1E 2J3,Scarborough,Toronto,Academie Alexandre Dumas,102001,108815,255,,,,7654,"{'type': 'MultiPoint', 'coordinates': [[-79.1797652166975, 43.7624188078436]]}"
9,9,575619,ACADEMY OF EXCELLENCE  ,,PR,,128 WILLOWDALE AVE,Private,575619,128,Willowdale Ave,128 Willowdale Ave,M2N 4Y2,North York,Toronto,,112001,439396,128,,,,7093,"{'type': 'MultiPoint', 'coordinates': [[-79.4005055525118, 43.7651862818454]]}"
10,10,30029356,ACADEMY OF MATH AND ENGLISH,,PR,,5101 DUNDAS ST W,Private,30029356,5101,Dundas St W,5101 Dundas St W,M9A 5G8,Etobicoke,Toronto,,112001,30012612,5101,,,,558,"{'type': 'MultiPoint', 'coordinates': [[-79.5319897329647, 43.644824255422]]}"
11,11,9311790,ACADEMY OF NEW ECHO EDUCATION,,PR,,1041 MCNICOLL AVE,Private,9311790,1041,McNicoll Ave,1041 McNicoll Ave,M1W 3W6,Scarborough,Toronto,,115001,9311781,1041,,,,6195,"{'type': 'MultiPoint', 'coordinates': [[-79.3344738933022, 43.8041514841863]]}"
12,12,508042,ACE ACUMEN HIGH SCHOOL,,PR,,1440 DON MILLS RD,Private,508042,1440,Don Mills Rd,1440 Don Mills Rd,M3B 3M1,North York,Toronto,,104008,441121,1440,,,,100,"{'type': 'MultiPoint', 'coordinates': [[-79.3475085093383, 43.750732060267]]}"
13,13,10476656,ADAM BECK JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,400 SCARBOROUGH RD,English Public,10476656,400,Scarborough Rd,400 Scarborough Rd,M4E 3M8,former Toronto,Toronto,Adam Beck Junior Public School,102001,10476638,400,,,,4366,"{'type': 'MultiPoint', 'coordinates': [[-79.2884878925608, 43.6831518038006]]}"
14,14,5336735,ADELFIHA'S CHRISTIAN ACADEMY,,PR,,4340 DUFFERIN ST,Private,5336735,4340,Dufferin St,4340 Dufferin St,M3H 5R9,North York,Toronto,Revival Time Tabernacle,109001,5336708,4340,,,,557,"{'type': 'MultiPoint', 'coordinates': [[-79.4664451058379, 43.7626893702758]]}"
15,15,10133016,AFRICENTRIC ALTERNATIVE SCHOOL,,EP,Toronto District School Board,1430 SHEPPARD AVE W,English Public,10133016,1430,Sheppard Ave W,1430 Sheppard Ave W,M3M 2W9,North York,Toronto,Sheppard Public School,102001,10133008,1430,,,,6699,"{'type': 'MultiPoint', 'coordinates': [[-79.4882606578029, 43.7454243556118]]}"
16,16,316926,AFZAL ISLAMIC MONTESSORI & ACADEMY,,PR,,33 CASEBRIDGE CRT,Private,316926,33,Casebridge Crt,33 Casebridge Crt,M1B 3J5,Scarborough,Toronto,,113001,104065,33,,,,7522,"{'type': 'MultiPoint', 'coordinates': [[-79.1995461417982, 43.8090844901631]]}"
17,17,3211411,AGINCOURT COLLEGIATE INSTITUTE,,EP,Toronto District School Board,2621 MIDLAND AVE,English Public,3211411,2621,Midland Ave,2621 Midland Ave,M1S 1R6,Scarborough,Toronto,Agincourt Collegiate Institute,102002,3216896,2621,,,,8496,"{'type': 'MultiPoint', 'coordinates': [[-79.2789099586918, 43.7888738444071]]}"
18,18,382096,AGINCOURT INTERNATIONAL ACADEMY,,PR,,1001 SANDHURST CRCL,Private,382096,1001,Sandhurst Crcl,1001 Sandhurst Crcl,M1V 1Z6,Scarborough,Toronto,,107005,104203,1001,,,,8871,"{'type': 'MultiPoint', 'coordinates': [[-79.2636771200357, 43.8092576481457]]}"
19,19,356507,AGINCOURT JR PUBLIC SCHOOL,,EP,Toronto District School Board,29 LOCKIE AVE,English Public,356507,29,Lockie Ave,29 Lockie Ave,M1S 1N3,Scarborough,Toronto,Agincourt Junior Public School,102001,106335,29,,,,8352,"{'type': 'MultiPoint', 'coordinates': [[-79.2811623057309, 43.7882592158345]]}"
20,20,5479010,AGINCOURT MONTESSORI  ,,PR,,2575 MIDLAND AVE,Private,5479010,2575,Midland Ave,2575 Midland Ave,M1S 1R3,Scarborough,Toronto,,115001,5479011,2575,,,,8496,"{'type': 'MultiPoint', 'coordinates': [[-79.2787041824473, 43.7864432730251]]}"
21,21,30022742,AGNES MCPHAIL PUBLIC SCHOOL,,EP,Toronto District School Board,112 GOLDHAWK TRL,English Public,30022742,112,Goldhawk Trl,112 Goldhawk Trl,M1V 1W5,Scarborough,Toronto,,102001,103439,112,,,,7999,"{'type': 'MultiPoint', 'coordinates': [[-79.2785533935458, 43.819268975669]]}"
22,22,10785753,AIM ACADEMY ISLAMIC SCHOOL,,PR,,56 BOUSTEAD AVE,Private,10785753,56,Boustead Ave,56 Boustead Ave,M6R 1Y9,former Toronto,Toronto,The Canadian Islamic Trust,109001,10785734,56,,,,3041,"{'type': 'MultiPoint', 'coordinates': [[-79.4544695238304, 43.6533088679897]]}"
23,23,2119588,AL AZHAR ISLAMIC SCHOOL,,PR,,100 MCLEVIN AVE,Private,2119588,100,McLevin Ave,100 McLevin Ave,M1B 5K1,Scarborough,Toronto,,113001,2119589,100,,,,8463,"{'type': 'MultiPoint', 'coordinates': [[-79.2365750799133, 43.8015539474172]]}"
24,24,376316,AL HAADI SCHOOL,,PR,,690 PROGRESS AVE,Private,376316,690,Progress Ave,690 Progress Ave,M1H 3A6,Scarborough,Toronto,,113001,107416,690,,,,8740,"{'type': 'MultiPoint', 'coordinates': [[-79.2484031068229, 43.777941595248]]}"
25,25,1017314,AL IKHLAAS FOUNDATION SCHOOL,,PR,,1245 MARTIN GROVE RD,Private,1017314,1245,Martin Grove Rd,1245 Martin Grove Rd,M9W 4X2,Etobicoke,Toronto,,113001,908132,1245,,,,2066,"{'type': 'MultiPoint', 'coordinates': [[-79.5785365341563, 43.7109597265285]]}"
26,26,385458,ALATHENA INTERNATIONAL ACADEMY SECONDARY SCHOOL - BRIMLEY,,PR,,4386 SHEPPARD AVE E,Private,385458,4386,Sheppard Ave E,4386 Sheppard Ave E,M1S 1T8,Scarborough,Toronto,,107005,106449,4386,,,,6698,"{'type': 'MultiPoint', 'coordinates': [[-79.270651634897, 43.7874691720053]]}"
27,27,508045,ALATHENA INTERNATIONAL ACADEMY SECONDARY SCHOOL - NORTH YORK,,PR,,1470 DON MILLS RD,Private,508045,1470,Don Mills Rd,1470 Don Mills Rd,M3B 2X9,North York,Toronto,,104008,441121,1470,,,,100,"{'type': 'MultiPoint', 'coordinates': [[-79.3477301743604, 43.7532181809796]]}"
28,28,9311804,ALATHENA INTERNATIONAL ACADEMY SECONDARY SCHOOL - SCARBOROUGH,,PR,,1065 MCNICOLL AVE,Private,9311804,1065,McNicoll Ave,1065 McNicoll Ave,M1W 3W6,Scarborough,Toronto,,115001,9311781,1065,,,,6195,"{'type': 'MultiPoint', 'coordinates': [[-79.3326615935038, 43.8036813180512]]}"
29,29,9655748,ALAZHAR ACADEMY OF CANADA,,PR,,2074 KIPLING AVE,Private,9655748,2074,Kipling Ave,2074 Kipling Ave,M9W 4J9,Etobicoke,Toronto,,115001,9655707,2074,,,,1935,"{'type': 'MultiPoint', 'coordinates': [[-79.5692116239686, 43.7148769185254]]}"
30,30,7531001,ALBERT CAMPBELL COLLEGIATE INSTITUTE,,EP,Toronto District School Board,1550 SANDHURST CRCL,English Public,7531001,1550,Sandhurst Crcl,1550 Sandhurst Crcl,M1V 1S6,Scarborough,Toronto,Albert Campbell Collegiate Institute,102002,7531000,1550,,,,8871,"{'type': 'MultiPoint', 'coordinates': [[-79.272424472942, 43.8092625383141]]}"
31,31,10133520,ALBION HEIGHTS JUNIOR MIDDLE SCHOOL,,EP,Toronto District School Board,45 LYNMONT RD,English Public,10133520,45,Lynmont Rd,45 Lynmont Rd,M9V 3W9,Etobicoke,Toronto,Albion Heights Public School,102001,30065224,45,,,,2033,"{'type': 'MultiPoint', 'coordinates': [[-79.5943154958931, 43.7313882639787]]}"
32,32,982437,ALBION LINC,,EP,Toronto District School Board,1530 ALBION RD,English Public,982437,1530,Albion Rd,1530 Albion Rd,M9V 1B4,Etobicoke,Toronto,,107004,906946,1530,,,,1012,"{'type': 'MultiPoint', 'coordinates': [[-79.5846021379965, 43.7417625405401]]}"
33,33,11125044,ALBORZ EDUCATION CENTRE SECONDARY SCHOOL,,PR,,20 TANGREEN CRT,Private,11125044,20,Tangreen Crt,20 Tangreen Crt,M2M 3Y9,North York,Toronto,,115001,11125045,20,,,,6855,"{'type': 'MultiPoint', 'coordinates': [[-79.4261936575198, 43.7954965800332]]}"
34,34,10527839,ALEXANDER MUIR GLADSTONE AVENUE JUNIOR & SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,108 GLADSTONE AVE,English Public,10527839,108,Gladstone Ave,108 Gladstone Ave,M6J 3L2,former Toronto,Toronto,Alexander Muir/Gladstone Ave Junior and Senior Public School,102001,10527836,108,,,,3506,"{'type': 'MultiPoint', 'coordinates': [[-79.4288472631571, 43.6460212506421]]}"
35,35,333733,ALEXANDER STIRLING PUBLIC SCHOOL,,EP,Toronto District School Board,70 FAWCETT TRL,English Public,333733,70,Fawcett Trl,70 Fawcett Trl,M1B 3A9,Scarborough,Toronto,Alexander Stirling Public School,102001,103838,70,,,,7886,"{'type': 'MultiPoint', 'coordinates': [[-79.2076059405385, 43.8116563251017]]}"
36,36,300827,ALEXMUIR JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,95 ALEXMUIR BLVD,English Public,300827,95,Alexmuir Blvd,95 Alexmuir Blvd,M1V 1H6,Scarborough,Toronto,Alexmuir Public School,102001,104290,95,,,,7182,"{'type': 'MultiPoint', 'coordinates': [[-79.2856134903058, 43.809109322683]]}"
37,37,9779413,ALIF CANADA ELEMENTARY SCHOOL,,PR,,505 ELLESMERE RD,Private,9779413,505,Ellesmere Rd,505 Ellesmere Rd,M1R 4E5,Scarborough,Toronto,Vineyard Christian Fellowship-Sc,109001,30101335,505,,,,7835,"{'type': 'MultiPoint', 'coordinates': [[-79.2949212969799, 43.7621567551346]]}"
38,38,9345080,ALIVE CHRISTIAN ACADEMY INTERNATIONAL SCHOOL,,PR,,720 PROGRESS AVE,Private,9345080,720,Progress Ave,720 Progress Ave,M1H 2X3,Scarborough,Toronto,,115001,9345078,720,,,,8740,"{'type': 'MultiPoint', 'coordinates': [[-79.2464970220292, 43.7791840973881]]}"
39,39,1029710,ALL SAINTS CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,1435 ROYAL YORK RD,English Separate,1029710,1435,Royal York Rd,1435 Royal York Rd,M9P 3A7,Etobicoke,Toronto,All Saints Catholic School,102003,909246,1435,,,,2413,"{'type': 'MultiPoint', 'coordinates': [[-79.5270811217707, 43.6852216298202]]}"
40,40,873148,ALLENBY JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,391 ST CLEMENTS AVE,English Public,873148,391,St Clements Ave,391 St Clements Ave,M5N 1M2,former Toronto,Toronto,Allenby Junior Public School,102001,1138238,391,,,,4446,"{'type': 'MultiPoint', 'coordinates': [[-79.4127877318278, 43.7094356428595]]}"
41,41,4368161,AL-MADRASAH AL-INAMYYAH,,PR,,3665 LAWRENCE AVE E,Private,4368161,3665,Lawrence Ave E,3665 Lawrence Ave E,M1G 1P7,Scarborough,Toronto,,112001,4368146,3665,,,,3828,"{'type': 'MultiPoint', 'coordinates': [[-79.2204196021519, 43.7603212832081]]}"
42,42,3948771,ALPHA ALTERNATIVE JUNIOR SCHOOL,,EP,Toronto District School Board,20 BRANT ST,English Public,3948771,20,Brant St,20 Brant St,M5V 2M1,former Toronto,Toronto,Alpha Alternative Junior Public School,102001,14036014,20,,,,3055,"{'type': 'MultiPoint', 'coordinates': [[-79.3982225847432, 43.6457220331711]]}"
43,43,6710176,ALPHA II ALTERNATIVE SCHOOL,,EP,Toronto District School Board,1141 BLOOR ST W,English Public,6710176,1141,Bloor St W,1141 Bloor St W,M6H 1M9,former Toronto,Toronto,Bloor Collegiate Institute,102002,6710177,1141,,,,458,"{'type': 'MultiPoint', 'coordinates': [[-79.4367968963581, 43.65924610796]]}"
44,44,30025396,ALPHA QUALITY EDUCATION INC,,PR,,6120A YONGE ST,Private,30025396,6120A,Yonge St,6120A Yonge St,M2M 3W7,North York,Toronto,,115001,436914,6120,A,,,4733,"{'type': 'MultiPoint', 'coordinates': [[-79.418932071581, 43.7916222612949]]}"
45,45,11512110,AL-QASIM ACADEMY,,PR,,3482 LAWRENCE AVE E,Private,11512110,3482,Lawrence Ave E,3482 Lawrence Ave E,M1H 3E5,Scarborough,Toronto,,107005,11485087,3482,,,,3828,"{'type': 'MultiPoint', 'coordinates': [[-79.2270980416162, 43.7601291638765]]}"
46,46,489054,AL-RASSOOL ISLAMIC SCHOOL,,PR,,120 BERMONDSEY RD,Private,489054,120,Bermondsey Rd,120 Bermondsey Rd,M4A 1X5,North York,Toronto,,113001,444998,120,,,,31,"{'type': 'MultiPoint', 'coordinates': [[-79.314609135376, 43.7177128215758]]}"
47,47,312808,ALTERNATIVE SCARBOROUGH EDUCATION ONE,,EP,Toronto District School Board,60 BRIMORTON DR,English Public,312808,60,Brimorton Dr,60 Brimorton Dr,M1P 3Z1,Scarborough,Toronto,St. Andrews Public School,102001,108579,60,,,,7437,"{'type': 'MultiPoint', 'coordinates': [[-79.2547962816571, 43.766645247168]]}"
48,48,30033029,ALVIN CURLING PUBLIC SCHOOL,,EP,Toronto District School Board,50 UPPER ROUGE TRL,English Public,30033029,50,Upper Rouge Trl,50 Upper Rouge Trl,M1B 6K4,Scarborough,Toronto,Meadowvale Sheppard Public School,102002,20057597,50,,,,18115,"{'type': 'MultiPoint', 'coordinates': [[-79.1902392505261, 43.8084816562815]]}"
49,49,9187246,AMAIRAH PRIVATE SCHOOL,,PR,,1625 ALBION RD,Private,9187246,1625,Albion Rd,1625 Albion Rd,M9V 5H8,Etobicoke,Toronto,,115001,9187244,1625,,,,1012,"{'type': 'MultiPoint', 'coordinates': [[-79.5945953168473, 43.7417121222243]]}"
50,50,20037304,AMANAH ISLAMIC ACADEMY   ,,PR,,1160 BIRCHMOUNT RD,Private,20037304,1160,Birchmount Rd,1160 Birchmount Rd,M1P 2B8,Scarborough,Toronto,,113001,110728,1160,,,,7365,"{'type': 'MultiPoint', 'coordinates': [[-79.2838287540102, 43.7411259867154]]}"
51,51,5145165,AMBERSON COLLEGE HIGH SCHOOL,,PR,,3470 PHARMACY AVE,Private,5145165,3470,Pharmacy Ave,3470 Pharmacy Ave,M1W 2S7,Scarborough,Toronto,,113001,5145162,3470,,,,8691,"{'type': 'MultiPoint', 'coordinates': [[-79.3340562370886, 43.8089116210937]]}"
52,52,10035747,AMESBURY MIDDLE SCHOOL,,EP,Toronto District School Board,201 GRACEFIELD AVE,English Public,10035747,201,Gracefield Ave,201 Gracefield Ave,M6L 1L7,North York,Toronto,Amesbury Middle School,102001,10035736,201,,,,5729,"{'type': 'MultiPoint', 'coordinates': [[-79.4932822327979, 43.7084286282992]]}"
53,53,482522,ANCASTER PUBLIC SCHOOL,,EP,Toronto District School Board,44 ANCASTER RD,English Public,482522,44,Ancaster Rd,44 Ancaster Rd,M3K 1S6,North York,Toronto,Ancaster Public School,102001,30093012,44,,,,4795,"{'type': 'MultiPoint', 'coordinates': [[-79.4669926271694, 43.732866171726]]}"
54,54,7992305,ANNETTE STREET JUNIOR & SENIOR PUBLIC SCHOOL ,,EP,Toronto District School Board,265 ANNETTE ST,English Public,7992305,265,Annette St,265 Annette St,M6P 1R3,former Toronto,Toronto,Annette Street Public School,102001,7987734,265,,,,2890,"{'type': 'MultiPoint', 'coordinates': [[-79.4728312797592, 43.6614231859019]]}"
55,55,485399,ANNUNCIATION CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,65 AVONWICK GT,English Separate,485399,65,Avonwick Gt,65 Avonwick Gt,M3A 2M8,North York,Toronto,Annunciation Catholic School,102003,440701,65,,,,4855,"{'type': 'MultiPoint', 'coordinates': [[-79.3210503278597, 43.7531144810912]]}"
56,56,358063,ANSON PARK PUBLIC SCHOOL,,EP,Toronto District School Board,30 MACDUFF CRES,English Public,358063,30,Macduff Cres,30 Macduff Cres,M1M 1X5,Scarborough,Toronto,Anson Park Public School,102001,111602,30,,,,8385,"{'type': 'MultiPoint', 'coordinates': [[-79.2411154201694, 43.7261289165667]]}"
57,57,374465,ANSON S TAYLOR JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,20 PLACENTIA BLVD,English Public,374465,20,Placentia Blvd,20 Placentia Blvd,M1S 4C5,Scarborough,Toronto,Anson S Taylor Junior Public School,102001,104662,20,,,,8711,"{'type': 'MultiPoint', 'coordinates': [[-79.2615613356444, 43.8042919764275]]}"
58,58,7131439,APOLLO HIGH SCHOOL,,PR,,5467 YONGE ST,Private,7131439,5467,Yonge St,5467 Yonge St,M2N 5S1,North York,Toronto,,107010,7131429,5467,,,,4733,"{'type': 'MultiPoint', 'coordinates': [[-79.4147111812657, 43.7778165673411]]}"
59,59,571348,APPLE ACADEMIC ACHIEVMENT CANADA,,PR,,488 VAN HORNE AVE,Private,571348,488,Van Horne Ave,488 Van Horne Ave,M2J 2V2,North York,Toronto,,100001,437213,488,,,,6984,"{'type': 'MultiPoint', 'coordinates': [[-79.339894533813, 43.7871960727024]]}"
60,60,3107754,ARBOR GLEN PUBLIC SCHOOL,,EP,Toronto District School Board,55 FRESHMEADOW DR,English Public,3107754,55,Freshmeadow Dr,55 Freshmeadow Dr,M2H 3H6,North York,Toronto,Arbor Glen Public School,102001,3107766,55,,,,5647,"{'type': 'MultiPoint', 'coordinates': [[-79.3557094447754, 43.8094863867353]]}"
61,61,35493,ARISTOTELE'S CREDIT SCHOOL,,PR,,30 THORNCLIFFE PARK DR,Private,35493,30,Thorncliffe Park Dr,30 Thorncliffe Park Dr,M4H 1H8,East York,Toronto,St Demetrious Church,109001,30098783,30,,,,354,"{'type': 'MultiPoint', 'coordinates': [[-79.3449506415866, 43.7029584141068]]}"
62,62,561783,ARKANA EDUCATION - PRIVATE HIGH SCHOOL,,PR,,209 SHEPPARD AVE E,Private,561783,209,Sheppard Ave E,209 Sheppard Ave E,M2N 3A8,North York,Toronto,,107005,30058814,209,,,,6698,"{'type': 'MultiPoint', 'coordinates': [[-79.3984878978841, 43.7639158093321]]}"
63,63,576041,ARMOUR HEIGHTS PUBLIC SCHOOL,,EP,Toronto District School Board,148 WILSON AVE,English Public,576041,148,Wilson Ave,148 Wilson Ave,M5M 3A5,North York,Toronto,Armour Heights Public School,102001,20055791,148,,,,4693,"{'type': 'MultiPoint', 'coordinates': [[-79.4195222787578, 43.7409100432478]]}"
64,64,871450,ARROWSMITH SCHOOL - BLDG 1,,PR,,245 ST CLAIR AVE W,Private,871450,245,St Clair Ave W,245 St Clair Ave W,M4V 1R3,former Toronto,Toronto,,112001,1139588,245,,,,890,"{'type': 'MultiPoint', 'coordinates': [[-79.4057974161555, 43.6854893204605]]}"
65,65,871449,ARROWSMITH SCHOOL - BLDG 2,,PR,,243 ST CLAIR AVE W,Private,871449,243,St Clair Ave W,243 St Clair Ave W,M4V 1R3,former Toronto,Toronto,Russian Orthodox Church,109001,1139588,243,,,,890,"{'type': 'MultiPoint', 'coordinates': [[-79.4056854013319, 43.6855028020622]]}"
66,66,13516164,ASSOCIATED HEBREW JR SCHOOL - POSLUNS CAMPUS,,PR,,18 NEPTUNE DR,Private,13516164,18,Neptune Dr,18 Neptune Dr,M6A 1X1,North York,Toronto,,102008,10367830,18,,,,6275,"{'type': 'MultiPoint', 'coordinates': [[-79.4342526359219, 43.7314993952097]]}"
67,67,11129594,ASSOCIATED HEBREW MIDDLE SCHOOL - HURWICH CAMPUS,,PR,,252 FINCH AVE W,Private,11129594,252,Finch Ave W,252 Finch Ave W,M2R 1M9,North York,Toronto,,115001,11129595,252,,,,1610,"{'type': 'MultiPoint', 'coordinates': [[-79.4384699547393, 43.7753161015838]]}"
68,68,13977971,AVALON CHILDREN'S MONTESSORI,,PR,,2181 QUEEN ST E,Private,13977971,2181,Queen St E,2181 Queen St E,M4E 1E5,former Toronto,Toronto,,115001,8265442,2181,,,,4237,"{'type': 'MultiPoint', 'coordinates': [[-79.297325301116, 43.6704133895472]]}"
69,69,485329,AVONDALE ALTERNATIVE ELEMENTARY SCHOOL,,EP,Toronto District School Board,171 AVONDALE AVE,English Public,485329,171,Avondale Ave,171 Avondale Ave,M2N 2V4,North York,Toronto,Avondale Alternative School,115001,439906,171,,,,4853,"{'type': 'MultiPoint', 'coordinates': [[-79.4000020943236, 43.7596784143197]]}"
70,70,7315504,AVONDALE ALTERNATIVE SECONDARY SCHOOL,,EP,Toronto District School Board,24 SILVERVIEW DR,English Public,7315504,24,Silverview Dr,24 Silverview Dr,M2M 2B3,North York,Toronto,Griffin Centre,102001,7315505,24,,,,6720,"{'type': 'MultiPoint', 'coordinates': [[-79.4118431542439, 43.7863065106423]]}"
71,71,485329,AVONDALE PUBLIC SCHOOL,,EP,Toronto District School Board,171 AVONDALE AVE,English Public,485329,171,Avondale Ave,171 Avondale Ave,M2N 2V4,North York,Toronto,Avondale Alternative School,115001,439906,171,,,,4853,"{'type': 'MultiPoint', 'coordinates': [[-79.4000020943236, 43.7596784143197]]}"
72,72,1368930,AVRO ACADEMY,,PR,,1640A AVENUE RD,Private,1368930,1640A,Avenue Rd,1640A Avenue Rd,M5M 3X9,North York,Toronto,,115001,20364202,1640,A,,,2924,"{'type': 'MultiPoint', 'coordinates': [[-79.4174202535642, 43.7259898430287]]}"
73,73,9171677,BAIS CHAYA MUSHKA GIRLS   ,,PR,,4375 CHESSWOOD DR,Private,9171677,4375,Chesswood Dr,4375 Chesswood Dr,M3J 2C2,North York,Toronto,,115001,9171675,4375,,,,5187,"{'type': 'MultiPoint', 'coordinates': [[-79.4774419814072, 43.7607082264476]]}"
74,74,487179,BAIS CHOMESH HS FOR GIRLS  ,,PR,,3600 BATHURST ST,Private,487179,3600,Bathurst St,3600 Bathurst St,M6A 2C9,North York,Toronto,Shaarei Tefillah Congregation,109001,443540,3600,,,,436,"{'type': 'MultiPoint', 'coordinates': [[-79.4330769430682, 43.7311158004386]]}"
75,75,559733,BAIS YAAKOV ELEMENTARY SCHOOL,,PR,,15 SARANAC BLVD,Private,559733,15,Saranac Blvd,15 Saranac Blvd,M6A 2G4,North York,Toronto,Bais Yaakov School,102005,444794,15,,,,6657,"{'type': 'MultiPoint', 'coordinates': [[-79.431869443854, 43.721429256651]]}"
76,76,325461,BAITUL MUKARRAM ACADEMY SCHOOL,,PR,,3334 DANFORTH AVE,Private,325461,3334,Danforth Ave,3334 Danforth Ave,M1L 1C6,Scarborough,Toronto,,104008,112943,3334,,,,86,"{'type': 'MultiPoint', 'coordinates': [[-79.2781378251157, 43.6937302131784]]}"
77,77,9848255,BALA AVENUE COMMUNITY SCHOOL,,EP,Toronto District School Board,6 BALA AVE,English Public,9848255,6,Bala Ave,6 Bala Ave,M6M 2E1,York,Toronto,Bala Avenue School,102001,9848256,6,,,,428,"{'type': 'MultiPoint', 'coordinates': [[-79.4990122716087, 43.6894622237887]]}"
78,78,62453,BALANCED EDUCATION NETWORK B.E.N. SCHOOL,,PR,,394 HARVIE AVE,Private,62453,394,Harvie Ave,394 Harvie Ave,M6E 4L8,York,Toronto,,100001,30119749,394,,,,648,"{'type': 'MultiPoint', 'coordinates': [[-79.4546890976067, 43.6875353134585]]}"
79,79,7667200,BALMY BEACH COMMUNITY SCHOOL,,EP,Toronto District School Board,14 PINE AVE,English Public,7667200,14,Pine Ave,14 Pine Ave,M4E 1L6,former Toronto,Toronto,"Balmy Beach Community School, Balmy Beach Community Recreation Centre",106007,14673229,14,,,,4190,"{'type': 'MultiPoint', 'coordinates': [[-79.289826941499, 43.6764359194877]]}"
80,80,486277,BANNOCKBURN MONTESSORI  ,,PR,,12 BANNOCKBURN AVE,Private,486277,12,Bannockburn Ave,12 Bannockburn Ave,M5M 2M8,North York,Toronto,,102005,443339,12,,,,4880,"{'type': 'MultiPoint', 'coordinates': [[-79.4220900214957, 43.7340229971509]]}"
81,81,338836,BANTING AND BEST PUBLIC SCHOOL,,EP,Toronto District School Board,380 GOLDHAWK TRL,English Public,338836,380,Goldhawk Trl,380 Goldhawk Trl,M1V 4E7,Scarborough,Toronto,Banting & Best Public School,102001,103029,380,,,,7999,"{'type': 'MultiPoint', 'coordinates': [[-79.2798335039423, 43.8268714163484]]}"
82,82,514037,BAY SCHOOL OF CANADA,,PR,,245 FAIRVIEW MALL DR,Private,514037,245,Fairview Mall Dr,245 Fairview Mall Dr,M2J 4T1,North York,Toronto,,104008,437784,245,,,,5548,"{'type': 'MultiPoint', 'coordinates': [[-79.3418613934873, 43.779729054192]]}"
