_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,geometry
703,703,14198771,NORWAY JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,390 KINGSTON RD,English Public,14198771,390,Kingston Rd,390 Kingston Rd,M4L 1T9,former Toronto,Toronto,Norway Public School,102002,1140851,390,,,,3786,"{'type': 'MultiPoint', 'coordinates': [[-79.3066687042731, 43.676279047019]]}"
704,704,6294727,NOTRE DAME CATHOLIC HIGH SCHOOL,,ES,Toronto Catholic District School Board,12 MALVERN AVE,English Separate,6294727,12,Malvern Ave,12 Malvern Ave,M4E 3E1,former Toronto,Toronto,Notre Dame High School,102004,1140104,12,,,,3904,"{'type': 'MultiPoint', 'coordinates': [[-79.2931313771107, 43.6806857787975]]}"
705,705,993855,NOTRE DAME DE GRACE CATHOLIC ELEMENTARY SCHOOL,,FS,Conseil scolaire de district catholique Centre-Sud,59 CLEMENT RD,French Separate,993855,59,Clement Rd,59 Clement Rd,M9R 1Y5,Etobicoke,Toronto,Notre Dame De Grace Catholic Elementary School,102003,909476,59,,,,1358,"{'type': 'MultiPoint', 'coordinates': [[-79.5598091719247, 43.6792638342705]]}"
706,706,7955771,OAK LEARNERS,,PR,,394 ROYAL YORK RD,Private,7955771,394,Royal York Rd,394 Royal York Rd,M8Y 2R3,Etobicoke,Toronto,,115001,7955692,394,,,,2413,"{'type': 'MultiPoint', 'coordinates': [[-79.4998646876554, 43.61902210479]]}"
707,707,523032,OAKDALE PARK MIDDLE SCHOOL,,EP,Toronto District School Board,315 GRANDRAVINE DR,English Public,523032,315,Grandravine Dr,315 Grandravine Dr,M3N 1J5,North York,Toronto,Oakdale Park Middle School,102001,30100304,315,,,,5733,"{'type': 'MultiPoint', 'coordinates': [[-79.5119920580985, 43.7474650745775]]}"
708,708,315052,OAKRIDGE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,110 BYNG AVE,English Public,315052,110,Byng Ave,110 Byng Ave,M1L 3P1,Scarborough,Toronto,Oakridge Junior Public School,102001,112907,110,,,,9832,"{'type': 'MultiPoint', 'coordinates': [[-79.2815887508899, 43.6954675997844]]}"
709,709,12116136,OAKWOOD COLLEGIATE INSTITUTE,,EP,Toronto District School Board,991 ST CLAIR AVE W,English Public,12116136,991,St Clair Ave W,991 St Clair Ave W,M6E 1A3,former Toronto,Toronto,Oakwood Collegiate Institute,102002,12116129,991,,,,890,"{'type': 'MultiPoint', 'coordinates': [[-79.4363790055539, 43.6786558887327]]}"
710,710,13972658,OAKWOOD VILLAGE MONTESSORI SCHOOL,,PR,,473 OAKWOOD AVE,Private,13972658,473,Oakwood Ave,473 Oakwood Ave,M6E 2W4,York,Toronto,,107010,8083,473,,,,794,"{'type': 'MultiPoint', 'coordinates': [[-79.4398412899027, 43.6910539306298]]}"
711,711,3948771,OASIS ALTERNATIVE SECONDARY SCHOOL,,EP,Toronto District School Board,20 BRANT ST,English Public,3948771,20,Brant St,20 Brant St,M5V 2M1,former Toronto,Toronto,Alpha Alternative Junior Public School,102001,14036014,20,,,,3055,"{'type': 'MultiPoint', 'coordinates': [[-79.3982225847432, 43.6457220331711]]}"
712,712,12631087,OCAD UNIVERSITY - ABOVEGRD ART SUPPLIES  ,,U,,74 MCCAUL ST,University,12631087,74,Mc Caul St,74 Mc Caul St,M5T 3K2,former Toronto,Toronto,,115001,12631085,74,,,,3951,"{'type': 'MultiPoint', 'coordinates': [[-79.3909129640243, 43.6524633700801]]}"
713,713,12631093,OCAD UNIVERSITY - ANNEX BUILDING  ,,U,,113 MCCAUL ST,University,12631093,113,Mc Caul St,113 Mc Caul St,,former Toronto,Toronto,,115001,12631085,113,,,,3951,"{'type': 'MultiPoint', 'coordinates': [[-79.3910771987989, 43.6539177497683]]}"
714,714,10947998,OCAD UNIVERSITY - INCLUSIVE DESIGN INSTITUTE  ,,U,,49 MCCAUL ST,University,10947998,49,Mc Caul St,49 Mc Caul St,,former Toronto,Toronto,,115001,10947999,49,,,,3951,"{'type': 'MultiPoint', 'coordinates': [[-79.3900624572398, 43.6515933301785]]}"
715,715,14606896,OCAD UNIVERSITY - MAIN BUILDING,,U,,100 MCCAUL ST,University,14606896,100,Mc Caul St,100 Mc Caul St,M5T 1W1,former Toronto,Toronto,,102008,12631085,100,,,,3951,"{'type': 'MultiPoint', 'coordinates': [[-79.3912049793858, 43.6530033697216]]}"
716,716,12631086,OCAD UNIVERSITY - ROSALIE SHARP PAVILION  ,,U,,115 MCCAUL ST,University,12631086,115,Mc Caul St,115 Mc Caul St,,former Toronto,Toronto,,115001,12631085,115,,,,3951,"{'type': 'MultiPoint', 'coordinates': [[-79.3911552491293, 43.6540223298403]]}"
717,717,14208234,OCAD UNIVERSITY - STUDENT CENTRE ,,U,,51 MCCAUL ST,University,14208234,51,Mc Caul St,51 Mc Caul St,M5T 2W7,former Toronto,Toronto,,115001,10947999,51,,,,3951,"{'type': 'MultiPoint', 'coordinates': [[-79.3901495341339, 43.6518576127575]]}"
718,718,7796143,OCAD UNIVERSITY - THE LEARNING ZONE  ,,U,,122 ST PATRICK ST,University,7796143,122,St Patrick St,122 St Patrick St,M5T 2X8,former Toronto,Toronto,,112001,14121645,122,,,,4471,"{'type': 'MultiPoint', 'coordinates': [[-79.3901433056414, 43.653472351184]]}"
719,719,8609165,O'CONNOR PUBLIC SCHOOL,,EP,Toronto District School Board,1665 O'CONNOR DR,English Public,8609165,1665,O'Connor Dr,1665 O'Connor Dr,M4A 1W5,North York,Toronto,O'Connor Public School,102001,8609163,1665,,,,274,"{'type': 'MultiPoint', 'coordinates': [[-79.304152132862, 43.7165073254377]]}"
720,720,853889,OGDEN JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,33 PHOEBE ST,English Public,853889,33,Phoebe St,33 Phoebe St,M5T 1A8,former Toronto,Toronto,Ogden Public School,102001,20089930,33,,,,4188,"{'type': 'MultiPoint', 'coordinates': [[-79.395126856022, 43.6500136150807]]}"
721,721,990939,OLIVET NEW CHURCH  ,,PR,,279 BURNHAMTHORPE RD,Private,990939,279,Burnhamthorpe Rd,279 Burnhamthorpe Rd,M9B 1Z6,Etobicoke,Toronto,,109001,911255,279,,,,1266,"{'type': 'MultiPoint', 'coordinates': [[-79.5448717545436, 43.6500467208584]]}"
722,722,507995,ONE DIRECTION ACADEMY SECONDARY SCHOOL,,PR,,885 DON MILLS RD,Private,507995,885,Don Mills Rd,885 Don Mills Rd,M3C 1V9,North York,Toronto,,104008,444376,885,,,,100,"{'type': 'MultiPoint', 'coordinates': [[-79.3392782442758, 43.725002565788]]}"
723,723,20258267,ONTARIO ACADEMY OF INTERNATIONAL EDUCATION,,PR,,4 LANSING SQ,Private,20258267,4,Lansing Sq,4 Lansing Sq,M2J 5A2,North York,Toronto,,104008,438287,4,,,,6007,"{'type': 'MultiPoint', 'coordinates': [[-79.3252164120635, 43.774082570705]]}"
724,724,800592,ONTARIO ACADEMY OF TECHNOLOGY SECONDARY SCHOOL,,PR,,55 EGLINTON AVE E,Private,800592,55,Eglinton Ave E,55 Eglinton Ave E,M4P 1G8,former Toronto,Toronto,Canadian Unitarian Council,109001,1138300,55,,,,125,"{'type': 'MultiPoint', 'coordinates': [[-79.3960778235993, 43.7069069156029]]}"
725,725,13501978,ONTARIO INTERNATIONAL COLLEGE,,PR,,501 CONSUMERS RD,Private,13501978,501,Consumers Rd,501 Consumers Rd,M2J 5E2,North York,Toronto,,104008,438663,501,,,,5264,"{'type': 'MultiPoint', 'coordinates': [[-79.3247855638345, 43.7707004337905]]}"
726,726,515118,ORAYNU CHILDREN'S SCHOOL,,PR,,131 FENN AVE,Private,515118,131,Fenn Ave,131 Fenn Ave,M2P 1X7,North York,Toronto,St Andrew's Middle School,102001,441207,131,,,,5575,"{'type': 'MultiPoint', 'coordinates': [[-79.3903297628128, 43.7515973528757]]}"
727,727,9947932,ORDE STREET JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,18 ORDE ST,English Public,9947932,18,Orde St,18 Orde St,M5T 1N7,former Toronto,Toronto,Orde Street Junior Public School,102001,30106991,18,,,,4112,"{'type': 'MultiPoint', 'coordinates': [[-79.3922600824158, 43.6586274865643]]}"
728,728,7323683,ORIOLE PARK JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,80 BRAEMAR AVE,English Public,7323683,80,Braemar Ave,80 Braemar Ave,M5P 2L4,former Toronto,Toronto,Oriole Park Junior Public School,102001,7323668,80,,,,3050,"{'type': 'MultiPoint', 'coordinates': [[-79.4096932774579, 43.7025715516779]]}"
729,729,9486678,OSSINGTON OLD ORCHARD JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,380 OSSINGTON AVE,English Public,9486678,380,Ossington Ave,380 Ossington Ave,M6J 3A5,former Toronto,Toronto,Ossington/Old Orchard Public School,102001,14019831,380,,,,4125,"{'type': 'MultiPoint', 'coordinates': [[-79.4225997592765, 43.6527076700775]]}"
730,730,388154,OUR LADY OF FATIMA CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,3176 ST CLAIR AVE E,English Separate,388154,3176,St Clair Ave E,3176 St Clair Ave E,M1L 1V6,Scarborough,Toronto,Our Lady Of Fatima Catholic School,102003,112339,3176,,,,339,"{'type': 'MultiPoint', 'coordinates': [[-79.2936158401158, 43.7101599387009]]}"
731,731,313294,OUR LADY OF GRACE CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,121 BRIMWOOD BLVD,English Separate,313294,121,Brimwood Blvd,121 Brimwood Blvd,M1V 1E5,Scarborough,Toronto,Our Lady Of Grace Catholic School,102003,103854,121,,,,7438,"{'type': 'MultiPoint', 'coordinates': [[-79.275044466151, 43.8124790853726]]}"
732,732,10906432,OUR LADY OF GUADALUPE CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,3105 DON MILLS RD,English Separate,10906432,3105,Don Mills Rd,3105 Don Mills Rd,M2J 3C2,North York,Toronto,Our Lady of Guadalupe,102003,10906429,3105,,,,100,"{'type': 'MultiPoint', 'coordinates': [[-79.3533482302606, 43.7898742436904]]}"
733,733,10923487,OUR LADY OF LOURDES CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,444 SHERBOURNE ST,English Separate,10923487,444,Sherbourne St,444 Sherbourne St,M4X 1K2,former Toronto,Toronto,Our Lady Of Lourdes Catholic School,102003,10923460,444,,,,4391,"{'type': 'MultiPoint', 'coordinates': [[-79.3746955627633, 43.6660434935425]]}"
734,734,9530460,OUR LADY OF PEACE CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,70 MATTICE AVE,English Separate,9530460,70,Mattice Ave,70 Mattice Ave,M9B 1T6,Etobicoke,Toronto,Our Lady Of Peace Catholic School,102003,9530456,70,,,,2072,"{'type': 'MultiPoint', 'coordinates': [[-79.54107815468, 43.6465122489888]]}"
735,735,13971319,OUR LADY OF PERPETUAL HELP CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,1 1/2 GARFIELD AVE,English Separate,13971319,1 1/2,Garfield Ave,1 1/2 Garfield Ave,M4T 1E6,former Toronto,Toronto,Our Lady Of Perpetual Help C S,102003,7944486,1,1/2,,,3483,"{'type': 'MultiPoint', 'coordinates': [[-79.3834646497375, 43.687105081373]]}"
736,736,1019749,OUR LADY OF SORROWS CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,32 MONTGOMERY RD,English Separate,1019749,32,Montgomery Rd,32 Montgomery Rd,M8X 1Z4,Etobicoke,Toronto,Our Lady of Sorrows,102003,911305,32,,,,2136,"{'type': 'MultiPoint', 'coordinates': [[-79.5189670333434, 43.6482193681748]]}"
737,737,521683,OUR LADY OF THE ASSUMPTION CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,125 GLENMOUNT AVE,English Separate,521683,125,Glenmount Ave,125 Glenmount Ave,M6B 3C2,North York,Toronto,Our Lady of the Assumption Catholic School,102003,445392,125,,,,5702,"{'type': 'MultiPoint', 'coordinates': [[-79.4316993861152, 43.7163703521353]]}"
738,738,9531820,OUR LADY OF VICTORY CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,70 GUESTVILLE AVE,English Separate,9531820,70,Guestville Ave,70 Guestville Ave,M6N 4N3,York,Toronto,Our Lady Of Victory Catholic School,102003,8787,70,,,,637,"{'type': 'MultiPoint', 'coordinates': [[-79.4898300918393, 43.6836610022383]]}"
739,739,348652,OUR LADY OF WISDOM CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,10 JAPONICA RD,English Separate,348652,10,Japonica Rd,10 Japonica Rd,M1R 4R7,Scarborough,Toronto,Our Lady Of Wisdom Catholic School,102003,109091,10,,,,8189,"{'type': 'MultiPoint', 'coordinates': [[-79.3083463663182, 43.7619465822385]]}"
740,740,548156,OVERLAND LEARNING CENTRE,,EP,Toronto District School Board,55 OVERLAND DR,English Public,548156,55,Overland Dr,55 Overland Dr,M3C 2C3,North York,Toronto,Overland Learning Centre,102001,443301,55,,,,6354,"{'type': 'MultiPoint', 'coordinates': [[-79.3484836114523, 43.73179772358]]}"
741,741,3244814,OVERLEA LINC,,EP,Toronto District School Board,14 OVERLEA BLVD,English Public,3244814,14,Overlea Blvd,14 Overlea Blvd,M4H 1A4,East York,Toronto,,115001,3244866,14,,,,278,"{'type': 'MultiPoint', 'coordinates': [[-79.3516723795906, 43.7036208897604]]}"
742,742,548301,OWEN PUBLIC SCHOOL,,EP,Toronto District School Board,111 OWEN BLVD,English Public,548301,111,Owen Blvd,111 Owen Blvd,M2P 1G6,North York,Toronto,Owen Public School,102001,441294,111,,,,6357,"{'type': 'MultiPoint', 'coordinates': [[-79.3925162004247, 43.7490561850855]]}"
743,743,14627062,OXFORD COLLEGE OF CANADA ,,PR,,5231 YONGE ST,Private,14627062,5231,Yonge St,5231 Yonge St,M2N 5P8,North York,Toronto,,112001,438723,5231,,,,4733,"{'type': 'MultiPoint', 'coordinates': [[-79.4130125710801, 43.7716700753423]]}"
744,744,20237239,OXFORD COLLEGE OF CANADA SECONDARY SCHOOL,,PR,,155 CONSUMERS RD,Private,20237239,155,Consumers Rd,155 Consumers Rd,M2J 0A3,North York,Toronto,,113001,438551,155,,,,5264,"{'type': 'MultiPoint', 'coordinates': [[-79.3327116127359, 43.7732105926064]]}"
745,745,2119861,P T MONTESSORI SCHOOL,,PR,,280 CULFORD RD,Private,2119861,280,Culford Rd,280 Culford Rd,M6L 2V3,North York,Toronto,Elverston Trethewey United,109001,2119854,280,,,,5309,"{'type': 'MultiPoint', 'coordinates': [[-79.4908558223165, 43.7131715599365]]}"
746,746,6619760,PALMERSTON AVENUE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,734 PALMERSTON AVE,English Public,6619760,734,Palmerston Ave,734 Palmerston Ave,M6G 2R4,former Toronto,Toronto,Palmerston Avenue Public School,102001,6619772,734,,,,4142,"{'type': 'MultiPoint', 'coordinates': [[-79.4152049534391, 43.6681449064113]]}"
747,747,14615167,PAPE AVENUE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,220 LANGLEY AVE,English Public,14615167,220,Langley Ave,220 Langley Ave,M4K 1B9,former Toronto,Toronto,Pape Avenue Junior Public School,102002,14022329,220,,,,3812,"{'type': 'MultiPoint', 'coordinates': [[-79.3418936177203, 43.670351887554]]}"
748,748,7684096,PARK LANE PUBLIC SCHOOL,,EP,Toronto District School Board,60 PARK LANE CRCL,English Public,7684096,60,Park Lane Crcl,60 Park Lane Crcl,M3C 2N2,North York,Toronto,Park Lane Public School,102001,7683816,60,,,,6377,"{'type': 'MultiPoint', 'coordinates': [[-79.3668200605055, 43.7289236202676]]}"
749,749,985525,PARK LAWN JUNIOR MIDDLE SCHOOL,,EP,Toronto District School Board,71 BALLACAINE DR,English Public,985525,71,Ballacaine Dr,71 Ballacaine Dr,M8Y 4B6,Etobicoke,Toronto,Park Lawn Junior Middle School,106007,912249,71,,,,1101,"{'type': 'MultiPoint', 'coordinates': [[-79.4964469164461, 43.6377066076306]]}"
750,750,8648700,PARK PLACE LINC CENTRE,,ES,Toronto Catholic District School Board,2299 DUNDAS ST W,English Separate,8648700,2299,Dundas St W,2299 Dundas St W,M6R 1X7,former Toronto,Toronto,,115001,8648660,2299,,,,558,"{'type': 'MultiPoint', 'coordinates': [[-79.4526501183165, 43.6555487280857]]}"
751,751,8168404,PARKDALE COLLEGIATE INSTITUTE,,EP,Toronto District School Board,209 JAMESON AVE,English Public,8168404,209,Jameson Ave,209 Jameson Ave,M6K 2Y3,former Toronto,Toronto,Parkdale Collegiate Institute,102002,8168402,209,,,,3740,"{'type': 'MultiPoint', 'coordinates': [[-79.4360685050841, 43.6396575139163]]}"
752,752,10180114,PARKDALE JUNIOR & SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,78 SEAFORTH AVE,English Public,10180114,78,Seaforth Ave,78 Seaforth Ave,M6K 3L2,former Toronto,Toronto,Parkdale Junior & Senior Public School,102001,10180125,78,,,,4372,"{'type': 'MultiPoint', 'coordinates': [[-79.4367985750645, 43.6431872870807]]}"
753,753,1026461,PARKFIELD JUNIOR SCHOOL,,EP,Toronto District School Board,31 REDGRAVE DR,English Public,1026461,31,Redgrave Dr,31 Redgrave Dr,M9R 3T9,Etobicoke,Toronto,Parkfield Junior Public School,102001,909329,31,,,,2345,"{'type': 'MultiPoint', 'coordinates': [[-79.5697578514709, 43.6822877769246]]}"
754,754,6427685,PARKSIDE ELEMENTARY SCHOOL,,EP,Toronto District School Board,401 CEDARVALE AVE,English Public,6427685,401,Cedarvale Ave,401 Cedarvale Ave,M4C 4K7,East York,Toronto,Parkside Elementary School - Building Grounds,102001,30118988,401,,,,58,"{'type': 'MultiPoint', 'coordinates': [[-79.3163183865433, 43.6994434678363]]}"
755,755,373500,PARKVIEW ALTERNATIVE SCHOOL,,EP,Toronto District School Board,1641 PHARMACY AVE,English Public,373500,1641,Pharmacy Ave,1641 Pharmacy Ave,M1R 2L2,Scarborough,Toronto,,102001,108595,1641,,,,8691,"{'type': 'MultiPoint', 'coordinates': [[-79.313002607885, 43.7673772800379]]}"
756,756,8418224,PAUL PENNA DOWNTOWN JEWISH DAY SCHOOL,,PR,,750 SPADINA AVE,Private,8418224,750,Spadina Ave,750 Spadina Ave,M5S 2J2,former Toronto,Toronto,Miles Nadal Jewish Community Centre,115001,8418213,750,,,,4426,"{'type': 'MultiPoint', 'coordinates': [[-79.4040622529608, 43.666206580872]]}"
757,757,329105,PAULINE JOHNSON JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,35 DUNMURRAY BLVD,English Public,329105,35,Dunmurray Blvd,35 Dunmurray Blvd,M1T 2K2,Scarborough,Toronto,Pauline Johnson Public School,102001,106690,35,,,,7788,"{'type': 'MultiPoint', 'coordinates': [[-79.3035712981415, 43.7851298582651]]}"
758,758,9638081,PAULINE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,100 PAULINE AVE,English Public,9638081,100,Pauline Ave,100 Pauline Ave,M6H 3M8,former Toronto,Toronto,Pauline Public School,102001,14012736,100,,,,4168,"{'type': 'MultiPoint', 'coordinates': [[-79.4391436705617, 43.6624891075822]]}"
759,759,519066,PELMO PARK PUBLIC SCHOOL,,EP,Toronto District School Board,180 GARY DR,English Public,519066,180,Gary Dr,180 Gary Dr,M9N 2M1,North York,Toronto,Pelmo Park Public School,102001,445999,180,,,,5666,"{'type': 'MultiPoint', 'coordinates': [[-79.5181161605692, 43.7120567278162]]}"
760,760,397655,PERCY WILLIAMS JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,35 WHITE HEATHER BLVD,English Public,397655,35,White Heather Blvd,35 White Heather Blvd,M1V 1P6,Scarborough,Toronto,Percy Williams Public School,102001,103968,35,,,,9222,"{'type': 'MultiPoint', 'coordinates': [[-79.2656585281205, 43.8126668817723]]}"
761,761,8985455,PERE PHILIPPE LAMARCHE HIGH SCHOOL,,FS,Conseil scolaire de district catholique Centre-Sud,2850 EGLINTON AVE E,French Separate,8985455,2850,Eglinton Ave E,2850 Eglinton Ave E,M1J 2C8,Scarborough,Toronto,Pere Philippe Lamarche High School,102004,8985453,2850,,,,125,"{'type': 'MultiPoint', 'coordinates': [[-79.24070575989, 43.7388885327578]]}"
762,762,8431734,PERTH AVENUE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,14 RUSKIN AVE,English Public,8431734,14,Ruskin Ave,14 Ruskin Ave,M6P 3P8,former Toronto,Toronto,Perth Avenue Junior Public School,102001,8431729,14,,,,4342,"{'type': 'MultiPoint', 'coordinates': [[-79.4524196858968, 43.6628313614165]]}"
763,763,14206471,PETRE COLLEGE,,PR,,3359 YONGE ST,Private,14206471,3359,Yonge St,3359 Yonge St,M4N 2M6,former Toronto,Toronto,,115001,10948010,3359,,,,4733,"{'type': 'MultiPoint', 'coordinates': [[-79.4035136917991, 43.7316256868857]]}"
764,764,7561629,PHOENIX MONTESSORI   ,,PR,,2 STATION RD,Private,7561629,2,Station Rd,2 Station Rd,M8V 2P9,Etobicoke,Toronto,Wesley Mimico United Church,109001,7561397,2,,,,344,"{'type': 'MultiPoint', 'coordinates': [[-79.4936820745085, 43.6129864450894]]}"
765,765,576369,PIERRE LAPORTE MIDDLE SCHOOL,,EP,Toronto District School Board,1270 WILSON AVE,English Public,576369,1270,Wilson Ave,1270 Wilson Ave,M3M 1H5,North York,Toronto,Pierre Laporte Middle School,102001,444500,1270,,,,4693,"{'type': 'MultiPoint', 'coordinates': [[-79.4921243121893, 43.7250745328027]]}"
766,766,551399,PINEWAY PUBLIC SCHOOL,,EP,Toronto District School Board,110 PINEWAY BLVD,English Public,551399,110,Pineway Blvd,110 Pineway Blvd,M2H 1A8,North York,Toronto,"Pineway Public School,Pineway Park",102001,30108298,110,,,,6436,"{'type': 'MultiPoint', 'coordinates': [[-79.3745155238261, 43.7964177776079]]}"
767,767,30076180,PLEASANT PUBLIC SCHOOL,,EP,Toronto District School Board,288 PLEASANT AVE,English Public,30076180,288,Pleasant Ave,288 Pleasant Ave,M2R 2R1,North York,Toronto,,115001,437127,288,,,,6445,"{'type': 'MultiPoint', 'coordinates': [[-79.4345576870743, 43.7899554182757]]}"
768,768,492072,PLEASANT VIEW JUNIOR HIGH SCHOOL,,EP,Toronto District School Board,175 BRIAN DR,English Public,492072,175,Brian Dr,175 Brian Dr,M2J 3Y8,North York,Toronto,Pleasant View Junior High School,102001,437221,175,,,,5028,"{'type': 'MultiPoint', 'coordinates': [[-79.3339032144143, 43.7874877559234]]}"
769,769,9340702,POLARIS LEARNING CENTRE,,PR,,1560 BAYVIEW AVE,Private,9340702,1560,Bayview Ave,1560 Bayview Ave,M4G 3B8,former Toronto,Toronto,,115001,9340683,1560,,,,24,"{'type': 'MultiPoint', 'coordinates': [[-79.3753373121749, 43.7052280891311]]}"
770,770,849784,POPE FRANCIS CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,319 OSSINGTON AVE,English Separate,849784,319,Ossington Ave,319 Ossington Ave,M6J 3A6,former Toronto,Toronto,Pope Francis Catholic School,102003,1145355,319,,,,4125,"{'type': 'MultiPoint', 'coordinates': [[-79.4210161849604, 43.6516313656822]]}"
771,771,326920,POPLAR ROAD JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,66 DEARHAM WOOD,English Public,326920,66,Dearham Wood,66 Dearham Wood,M1E 1S4,Scarborough,Toronto,Poplar Road Junior Public School,102001,109624,66,,,,7725,"{'type': 'MultiPoint', 'coordinates': [[-79.1872408418527, 43.7537306281654]]}"
772,772,5024206,PORT ROYAL PUBLIC SCHOOL ,,EP,Toronto District School Board,408 PORT ROYAL TRL,English Public,5024206,408,Port Royal Trl,408 Port Royal Trl,M1V 4R1,Scarborough,Toronto,Port Royal Public School,102001,5024208,408,,,,8721,"{'type': 'MultiPoint', 'coordinates': [[-79.2899667499679, 43.8246324049807]]}"
773,773,14171495,PORTAGE TRAIL COMMUNITY SCHOOL,,EP,Toronto District School Board,100 SIDNEY BELSEY CRES,English Public,14171495,100,Sidney Belsey Cres,100 Sidney Belsey Cres,M6M 5H6,York,Toronto,Portage Trail Community School,102001,30055631,100,,,,11205,"{'type': 'MultiPoint', 'coordinates': [[-79.5097668839041, 43.6922961842952]]}"
774,774,373219,PRECIOUS BLOOD CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,1035 PHARMACY AVE,English Separate,373219,1035,Pharmacy Ave,1035 Pharmacy Ave,M1R 2G8,Scarborough,Toronto,Precious Blood Catholic School,102003,110964,1035,,,,8691,"{'type': 'MultiPoint', 'coordinates': [[-79.3022374245071, 43.7393564303003]]}"
775,775,34673,PRESTEIGN HEIGHTS ELEMENTARY SCHOOL,,EP,Toronto District School Board,2570 ST CLAIR AVE E,English Public,34673,2570,St Clair Ave E,2570 St Clair Ave E,M4B 1M3,East York,Toronto,Presteign Heights Elementary School,102001,656,2570,,,,339,"{'type': 'MultiPoint', 'coordinates': [[-79.3171939752515, 43.7055433445086]]}"
776,776,7554003,PRINCE OF PEACE CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,255 ALTON TOWERS CRCL,English Separate,7554003,255,Alton Towers Crcl,255 Alton Towers Crcl,M1V 4E7,Scarborough,Toronto,Prince Of Peace Catholic School,102003,30021288,255,,,,9520,"{'type': 'MultiPoint', 'coordinates': [[-79.2789443071917, 43.8253890671487]]}"
777,777,10513559,PRINCESS MARGARET JUNIOR SCHOOL,,EP,Toronto District School Board,65 TROMLEY DR,English Public,10513559,65,Tromley Dr,65 Tromley Dr,M9B 5Y7,Etobicoke,Toronto,Princess Margaret Junior School,102001,10513552,65,,,,2659,"{'type': 'MultiPoint', 'coordinates': [[-79.5590577552409, 43.6712220300167]]}"
778,778,498533,PROGRAM AND SPECIAL SERVICES - NORTH,,ES,Toronto Catholic District School Board,270 CHEROKEE BLVD,English Separate,498533,270,Cherokee Blvd,270 Cherokee Blvd,M2H 3B9,North York,Toronto,Our Lady Of Mount Carmel Catholic School,102003,30062480,270,,,,5182,"{'type': 'MultiPoint', 'coordinates': [[-79.3368020983138, 43.7966139259622]]}"
779,779,30121873,PURE DEGREE MANDARIN SCHOOL,,PR,,2760 VICTORIA PARK AVE,Private,30121873,2760,Victoria Park Ave,2760 Victoria Park Ave,M2J 4A8,North York,Toronto,,115001,106670,2760,,,,370,"{'type': 'MultiPoint', 'coordinates': [[-79.3288850384456, 43.7870317450687]]}"
780,780,6350054,QUEEN ALEXANDRA MIDDLE SCHOOL,,EP,Toronto District School Board,181 BROADVIEW AVE,English Public,6350054,181,Broadview Ave,181 Broadview Ave,M4M 2G3,former Toronto,Toronto,Queen Alexandra Middle School,102001,1143632,181,,,,44,"{'type': 'MultiPoint', 'coordinates': [[-79.3500911323149, 43.6616429603441]]}"
781,781,784384,QUEEN VICTORIA JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,100 CLOSE AVE,English Public,784384,100,Close Ave,100 Close Ave,M6K 2V3,former Toronto,Toronto,Queen Victoria Public School,102001,30035821,100,,,,3186,"{'type': 'MultiPoint', 'coordinates': [[-79.435320697841, 43.6365094905393]]}"
