_id,OBJECTID,GEO_ID,NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,GENERAL_USE_CODE,LONG,LAT
2,2,524780,A R S ARMENIAN PRIVATE SCHOOL,50 HALLCROWN PL,Private,524780,Hallcrown Pl,50 Hallcrown Pl,M2J 1P7,North York,Toronto,104008,-79.323156147744,43.770053062482
3,3,20258267,A Y J GLOBAL ACADEMY,4 LANSING SQ,Private,20258267,Lansing Sq,4 Lansing Sq,M2J 5A2,North York,Toronto,104008,-79.3252164120635,43.774082570705
1,1,330677,A PLUS ACADEMY OF ADVANCEMENT,2425 EGLINTON AVE E,Private,330677,Eglinton Ave E,2425 Eglinton Ave E,M1K 5G8,Scarborough,Toronto,104008,-79.267103936897,43.7320819460129
5,5,13967401,ABACUS MONTESSORI LEARNING CENTRE,4 CREDIT UNION DR,Private,13967401,Credit Union Dr,4 Credit Union Dr,M4A 2N8,North York,Toronto,106007,-79.3190099774403,43.725432232812
6,6,4605052,ABU BAKR EDUCATION ACADEMY,2665 LAWRENCE AVE E,Private,4605052,Lawrence Ave E,2665 Lawrence Ave E,M1P 2S2,Scarborough,Toronto,112001,-79.2621633018006,43.7514534548585
8,8,322971,ACADEMIE ALEXANDRE DUMAS,255 CORONATION DR,French Public,322971,Coronation Dr,255 Coronation Dr,M1E 2J3,Scarborough,Toronto,102001,-79.1797652166975,43.7624188078436
7,7,8087266,ACACIA INTERNATIONAL HIGH SCHOOL,5415 DUNDAS ST W,Private,8087266,Dundas St W,5415 Dundas St W,M9B 1B5,Etobicoke,Toronto,115001,-79.5412901930194,43.6339646127929
9,9,575619,ACADEMY OF EXCELLENCE,128 WILLOWDALE AVE,Private,575619,Willowdale Ave,128 Willowdale Ave,M2N 4Y2,North York,Toronto,112001,-79.4005055525118,43.7651862818454
10,10,30029356,ACADEMY OF MATH AND ENGLISH,5101 DUNDAS ST W,Private,30029356,Dundas St W,5101 Dundas St W,M9A 5G8,Etobicoke,Toronto,112001,-79.5319897329647,43.644824255422
11,11,9311790,ACADEMY OF NEW ECHO EDUCATION,1041 MCNICOLL AVE,Private,9311790,McNicoll Ave,1041 McNicoll Ave,M1W 3W6,Scarborough,Toronto,115001,-79.3344738933022,43.8041514841863
12,12,508042,ACE ACUMEN HIGH SCHOOL,1440 DON MILLS RD,Private,508042,Don Mills Rd,1440 Don Mills Rd,M3B 3M1,North York,Toronto,104008,-79.3475085093383,43.750732060267
13,13,10476656,ADAM BECK JUNIOR PUBLIC SCHOOL,400 SCARBOROUGH RD,English Public,10476656,Scarborough Rd,400 Scarborough Rd,M4E 3M8,former Toronto,Toronto,102001,-79.2884878925608,43.6831518038006
14,14,5336735,ADELFIHA'S CHRISTIAN ACADEMY,4340 DUFFERIN ST,Private,5336735,Dufferin St,4340 Dufferin St,M3H 5R9,North York,Toronto,109001,-79.4664451058379,43.7626893702758
15,15,10133016,AFRICENTRIC ALTERNATIVE SCHOOL,1430 SHEPPARD AVE W,English Public,10133016,Sheppard Ave W,1430 Sheppard Ave W,M3M 2W9,North York,Toronto,102001,-79.4882606578029,43.7454243556118
16,16,316926,AFZAL ISLAMIC MONTESSORI & ACADEMY,33 CASEBRIDGE CRT,Private,316926,Casebridge Crt,33 Casebridge Crt,M1B 3J5,Scarborough,Toronto,113001,-79.1995461417982,43.8090844901631
4,4,517961,A Y JACKSON SECONDARY SCHOOL,50 FRANCINE DR,English Public,517961,Francine Dr,50 Francine Dr,M2H 2G6,North York,Toronto,102002,-79.3665552934095,43.8052613014219
18,18,382096,AGINCOURT INTERNATIONAL ACADEMY,1001 SANDHURST CRCL,Private,382096,Sandhurst Crcl,1001 Sandhurst Crcl,M1V 1Z6,Scarborough,Toronto,107005,-79.2636771200357,43.8092576481457
17,17,3211411,AGINCOURT COLLEGIATE INSTITUTE,2621 MIDLAND AVE,English Public,3211411,Midland Ave,2621 Midland Ave,M1S 1R6,Scarborough,Toronto,102002,-79.2789099586918,43.7888738444071
19,19,356507,AGINCOURT JR PUBLIC SCHOOL,29 LOCKIE AVE,English Public,356507,Lockie Ave,29 Lockie Ave,M1S 1N3,Scarborough,Toronto,102001,-79.2811623057309,43.7882592158345
21,21,30022742,AGNES MCPHAIL PUBLIC SCHOOL,112 GOLDHAWK TRL,English Public,30022742,Goldhawk Trl,112 Goldhawk Trl,M1V 1W5,Scarborough,Toronto,102001,-79.2785533935458,43.819268975669
20,20,5479010,AGINCOURT MONTESSORI,2575 MIDLAND AVE,Private,5479010,Midland Ave,2575 Midland Ave,M1S 1R3,Scarborough,Toronto,115001,-79.2787041824473,43.7864432730251
24,24,376316,AL HAADI SCHOOL,690 PROGRESS AVE,Private,376316,Progress Ave,690 Progress Ave,M1H 3A6,Scarborough,Toronto,113001,-79.2484031068229,43.777941595248
22,22,10785753,AIM ACADEMY ISLAMIC SCHOOL,56 BOUSTEAD AVE,Private,10785753,Boustead Ave,56 Boustead Ave,M6R 1Y9,former Toronto,Toronto,109001,-79.4544695238304,43.6533088679897
31,31,10133520,ALBION HEIGHTS JUNIOR MIDDLE SCHOOL,45 LYNMONT RD,English Public,10133520,Lynmont Rd,45 Lynmont Rd,M9V 3W9,Etobicoke,Toronto,102001,-79.5943154958931,43.7313882639787
32,32,982437,ALBION LINC,1530 ALBION RD,English Public,982437,Albion Rd,1530 Albion Rd,M9V 1B4,Etobicoke,Toronto,107004,-79.5846021379965,43.7417625405401
23,23,2119588,AL AZHAR ISLAMIC SCHOOL,100 MCLEVIN AVE,Private,2119588,McLevin Ave,100 McLevin Ave,M1B 5K1,Scarborough,Toronto,113001,-79.2365750799133,43.8015539474172
34,34,10527839,ALEXANDER MUIR GLADSTONE AVENUE JUNIOR & SENIOR PUBLIC SCHOOL,108 GLADSTONE AVE,English Public,10527839,Gladstone Ave,108 Gladstone Ave,M6J 3L2,former Toronto,Toronto,102001,-79.4288472631571,43.6460212506421
35,35,333733,ALEXANDER STIRLING PUBLIC SCHOOL,70 FAWCETT TRL,English Public,333733,Fawcett Trl,70 Fawcett Trl,M1B 3A9,Scarborough,Toronto,102001,-79.2076059405385,43.8116563251017
36,36,300827,ALEXMUIR JUNIOR PUBLIC SCHOOL,95 ALEXMUIR BLVD,English Public,300827,Alexmuir Blvd,95 Alexmuir Blvd,M1V 1H6,Scarborough,Toronto,102001,-79.2856134903058,43.809109322683
27,27,508045,ALATHENA INTERNATIONAL ACADEMY SECONDARY SCHOOL - NORTH YORK,1470 DON MILLS RD,Private,508045,Don Mills Rd,1470 Don Mills Rd,M3B 2X9,North York,Toronto,104008,-79.3477301743604,43.7532181809796
25,25,1017314,AL IKHLAAS FOUNDATION SCHOOL,1245 MARTIN GROVE RD,Private,1017314,Martin Grove Rd,1245 Martin Grove Rd,M9W 4X2,Etobicoke,Toronto,113001,-79.5785365341563,43.7109597265285
39,39,1029710,ALL SAINTS CATHOLIC ELEMENTARY SCHOOL,1435 ROYAL YORK RD,English Separate,1029710,Royal York Rd,1435 Royal York Rd,M9P 3A7,Etobicoke,Toronto,102003,-79.5270811217707,43.6852216298202
40,40,873148,ALLENBY JUNIOR PUBLIC SCHOOL,391 ST CLEMENTS AVE,English Public,873148,St Clements Ave,391 St Clements Ave,M5N 1M2,former Toronto,Toronto,102001,-79.4127877318278,43.7094356428595
41,41,4368161,AL-MADRASAH AL-INAMYYAH,3665 LAWRENCE AVE E,Private,4368161,Lawrence Ave E,3665 Lawrence Ave E,M1G 1P7,Scarborough,Toronto,112001,-79.2204196021519,43.7603212832081
42,42,3948771,ALPHA ALTERNATIVE JUNIOR SCHOOL,20 BRANT ST,English Public,3948771,Brant St,20 Brant St,M5V 2M1,former Toronto,Toronto,102001,-79.3982225847432,43.6457220331711
43,43,6710176,ALPHA II ALTERNATIVE SCHOOL,1141 BLOOR ST W,English Public,6710176,Bloor St W,1141 Bloor St W,M6H 1M9,former Toronto,Toronto,102002,-79.4367968963581,43.65924610796
26,26,385458,ALATHENA INTERNATIONAL ACADEMY SECONDARY SCHOOL - BRIMLEY,4386 SHEPPARD AVE E,Private,385458,Sheppard Ave E,4386 Sheppard Ave E,M1S 1T8,Scarborough,Toronto,107005,-79.270651634897,43.7874691720053
45,45,11512110,AL-QASIM ACADEMY,3482 LAWRENCE AVE E,Private,11512110,Lawrence Ave E,3482 Lawrence Ave E,M1H 3E5,Scarborough,Toronto,107005,-79.2270980416162,43.7601291638765
46,46,489054,AL-RASSOOL ISLAMIC SCHOOL,120 BERMONDSEY RD,Private,489054,Bermondsey Rd,120 Bermondsey Rd,M4A 1X5,North York,Toronto,113001,-79.314609135376,43.7177128215758
29,29,9655748,ALAZHAR ACADEMY OF CANADA,2074 KIPLING AVE,Private,9655748,Kipling Ave,2074 Kipling Ave,M9W 4J9,Etobicoke,Toronto,115001,-79.5692116239686,43.7148769185254
47,47,312808,ALTERNATIVE SCARBOROUGH EDUCATION ONE,60 BRIMORTON DR,English Public,312808,Brimorton Dr,60 Brimorton Dr,M1P 3Z1,Scarborough,Toronto,102001,-79.2547962816571,43.766645247168
48,48,30033029,ALVIN CURLING PUBLIC SCHOOL,50 UPPER ROUGE TRL,English Public,30033029,Upper Rouge Trl,50 Upper Rouge Trl,M1B 6K4,Scarborough,Toronto,102002,-79.1902392505261,43.8084816562815
49,49,9187246,AMAIRAH PRIVATE SCHOOL,1625 ALBION RD,Private,9187246,Albion Rd,1625 Albion Rd,M9V 5H8,Etobicoke,Toronto,115001,-79.5945953168473,43.7417121222243
50,50,20037304,AMANAH ISLAMIC ACADEMY,1160 BIRCHMOUNT RD,Private,20037304,Birchmount Rd,1160 Birchmount Rd,M1P 2B8,Scarborough,Toronto,113001,-79.2838287540102,43.7411259867154
33,33,11125044,ALBORZ EDUCATION CENTRE SECONDARY SCHOOL,20 TANGREEN CRT,Private,11125044,Tangreen Crt,20 Tangreen Crt,M2M 3Y9,North York,Toronto,115001,-79.4261936575198,43.7954965800332
51,51,5145165,AMBERSON COLLEGE HIGH SCHOOL,3470 PHARMACY AVE,Private,5145165,Pharmacy Ave,3470 Pharmacy Ave,M1W 2S7,Scarborough,Toronto,113001,-79.3340562370886,43.8089116210937
28,28,9311804,ALATHENA INTERNATIONAL ACADEMY SECONDARY SCHOOL - SCARBOROUGH,1065 MCNICOLL AVE,Private,9311804,McNicoll Ave,1065 McNicoll Ave,M1W 3W6,Scarborough,Toronto,115001,-79.3326615935038,43.8036813180512
30,30,7531001,ALBERT CAMPBELL COLLEGIATE INSTITUTE,1550 SANDHURST CRCL,English Public,7531001,Sandhurst Crcl,1550 Sandhurst Crcl,M1V 1S6,Scarborough,Toronto,102002,-79.272424472942,43.8092625383141
38,38,9345080,ALIVE CHRISTIAN ACADEMY INTERNATIONAL SCHOOL,720 PROGRESS AVE,Private,9345080,Progress Ave,720 Progress Ave,M1H 2X3,Scarborough,Toronto,115001,-79.2464970220292,43.7791840973881
52,52,10035747,AMESBURY MIDDLE SCHOOL,201 GRACEFIELD AVE,English Public,10035747,Gracefield Ave,201 Gracefield Ave,M6L 1L7,North York,Toronto,102001,-79.4932822327979,43.7084286282992
44,44,30025396,ALPHA QUALITY EDUCATION INC,6120A YONGE ST,Private,30025396,Yonge St,6120A Yonge St,M2M 3W7,North York,Toronto,115001,-79.418932071581,43.7916222612949
37,37,9779413,ALIF CANADA ELEMENTARY SCHOOL,505 ELLESMERE RD,Private,9779413,Ellesmere Rd,505 Ellesmere Rd,M1R 4E5,Scarborough,Toronto,109001,-79.2949212969799,43.7621567551346
53,53,482522,ANCASTER PUBLIC SCHOOL,44 ANCASTER RD,English Public,482522,Ancaster Rd,44 Ancaster Rd,M3K 1S6,North York,Toronto,102001,-79.4669926271694,43.732866171726
54,54,7992305,ANNETTE STREET JUNIOR & SENIOR PUBLIC SCHOOL,265 ANNETTE ST,English Public,7992305,Annette St,265 Annette St,M6P 1R3,former Toronto,Toronto,102001,-79.4728312797592,43.6614231859019
55,55,485399,ANNUNCIATION CATHOLIC ELEMENTARY SCHOOL,65 AVONWICK GT,English Separate,485399,Avonwick Gt,65 Avonwick Gt,M3A 2M8,North York,Toronto,102003,-79.3210503278597,43.7531144810912
56,56,358063,ANSON PARK PUBLIC SCHOOL,30 MACDUFF CRES,English Public,358063,Macduff Cres,30 Macduff Cres,M1M 1X5,Scarborough,Toronto,102001,-79.2411154201694,43.7261289165667
57,57,374465,ANSON S TAYLOR JUNIOR PUBLIC SCHOOL,20 PLACENTIA BLVD,English Public,374465,Placentia Blvd,20 Placentia Blvd,M1S 4C5,Scarborough,Toronto,102001,-79.2615613356444,43.8042919764275
58,58,7131439,APOLLO HIGH SCHOOL,5467 YONGE ST,Private,7131439,Yonge St,5467 Yonge St,M2N 5S1,North York,Toronto,107010,-79.4147111812657,43.7778165673411
59,59,571348,APPLE ACADEMIC ACHIEVMENT CANADA,488 VAN HORNE AVE,Private,571348,Van Horne Ave,488 Van Horne Ave,M2J 2V2,North York,Toronto,100001,-79.339894533813,43.7871960727024
60,60,3107754,ARBOR GLEN PUBLIC SCHOOL,55 FRESHMEADOW DR,English Public,3107754,Freshmeadow Dr,55 Freshmeadow Dr,M2H 3H6,North York,Toronto,102001,-79.3557094447754,43.8094863867353
61,61,35493,ARISTOTELE'S CREDIT SCHOOL,30 THORNCLIFFE PARK DR,Private,35493,Thorncliffe Park Dr,30 Thorncliffe Park Dr,M4H 1H8,East York,Toronto,109001,-79.3449506415866,43.7029584141068
62,62,561783,ARKANA EDUCATION - PRIVATE HIGH SCHOOL,209 SHEPPARD AVE E,Private,561783,Sheppard Ave E,209 Sheppard Ave E,M2N 3A8,North York,Toronto,107005,-79.3984878978841,43.7639158093321
63,63,576041,ARMOUR HEIGHTS PUBLIC SCHOOL,148 WILSON AVE,English Public,576041,Wilson Ave,148 Wilson Ave,M5M 3A5,North York,Toronto,102001,-79.4195222787578,43.7409100432478
64,64,871450,ARROWSMITH SCHOOL - BLDG 1,245 ST CLAIR AVE W,Private,871450,St Clair Ave W,245 St Clair Ave W,M4V 1R3,former Toronto,Toronto,112001,-79.4057974161555,43.6854893204605
65,65,871449,ARROWSMITH SCHOOL - BLDG 2,243 ST CLAIR AVE W,Private,871449,St Clair Ave W,243 St Clair Ave W,M4V 1R3,former Toronto,Toronto,109001,-79.4056854013319,43.6855028020622
66,66,13516164,ASSOCIATED HEBREW JR SCHOOL - POSLUNS CAMPUS,18 NEPTUNE DR,Private,13516164,Neptune Dr,18 Neptune Dr,M6A 1X1,North York,Toronto,102008,-79.4342526359219,43.7314993952097
68,68,13977971,AVALON CHILDREN'S MONTESSORI,2181 QUEEN ST E,Private,13977971,Queen St E,2181 Queen St E,M4E 1E5,former Toronto,Toronto,115001,-79.297325301116,43.6704133895472
67,67,11129594,ASSOCIATED HEBREW MIDDLE SCHOOL - HURWICH CAMPUS,252 FINCH AVE W,Private,11129594,Finch Ave W,252 Finch Ave W,M2R 1M9,North York,Toronto,115001,-79.4384699547393,43.7753161015838
69,69,485329,AVONDALE ALTERNATIVE ELEMENTARY SCHOOL,171 AVONDALE AVE,English Public,485329,Avondale Ave,171 Avondale Ave,M2N 2V4,North York,Toronto,115001,-79.4000020943236,43.7596784143197
70,70,7315504,AVONDALE ALTERNATIVE SECONDARY SCHOOL,24 SILVERVIEW DR,English Public,7315504,Silverview Dr,24 Silverview Dr,M2M 2B3,North York,Toronto,102001,-79.4118431542439,43.7863065106423
71,71,485329,AVONDALE PUBLIC SCHOOL,171 AVONDALE AVE,English Public,485329,Avondale Ave,171 Avondale Ave,M2N 2V4,North York,Toronto,115001,-79.4000020943236,43.7596784143197
72,72,1368930,AVRO ACADEMY,1640A AVENUE RD,Private,1368930,Avenue Rd,1640A Avenue Rd,M5M 3X9,North York,Toronto,115001,-79.4174202535642,43.7259898430287
73,73,9171677,BAIS CHAYA MUSHKA GIRLS,4375 CHESSWOOD DR,Private,9171677,Chesswood Dr,4375 Chesswood Dr,M3J 2C2,North York,Toronto,115001,-79.4774419814072,43.7607082264476
74,74,487179,BAIS CHOMESH HS FOR GIRLS,3600 BATHURST ST,Private,487179,Bathurst St,3600 Bathurst St,M6A 2C9,North York,Toronto,109001,-79.4330769430682,43.7311158004386
75,75,559733,BAIS YAAKOV ELEMENTARY SCHOOL,15 SARANAC BLVD,Private,559733,Saranac Blvd,15 Saranac Blvd,M6A 2G4,North York,Toronto,102005,-79.431869443854,43.721429256651
76,76,325461,BAITUL MUKARRAM ACADEMY SCHOOL,3334 DANFORTH AVE,Private,325461,Danforth Ave,3334 Danforth Ave,M1L 1C6,Scarborough,Toronto,104008,-79.2781378251157,43.6937302131784
77,77,9848255,BALA AVENUE COMMUNITY SCHOOL,6 BALA AVE,English Public,9848255,Bala Ave,6 Bala Ave,M6M 2E1,York,Toronto,102001,-79.4990122716087,43.6894622237887
78,78,62453,BALANCED EDUCATION NETWORK B.E.N. SCHOOL,394 HARVIE AVE,Private,62453,Harvie Ave,394 Harvie Ave,M6E 4L8,York,Toronto,100001,-79.4546890976067,43.6875353134585
80,80,486277,BANNOCKBURN MONTESSORI,12 BANNOCKBURN AVE,Private,486277,Bannockburn Ave,12 Bannockburn Ave,M5M 2M8,North York,Toronto,102005,-79.4220900214957,43.7340229971509
79,79,7667200,BALMY BEACH COMMUNITY SCHOOL,14 PINE AVE,English Public,7667200,Pine Ave,14 Pine Ave,M4E 1L6,former Toronto,Toronto,106007,-79.289826941499,43.6764359194877
81,81,338836,BANTING AND BEST PUBLIC SCHOOL,380 GOLDHAWK TRL,English Public,338836,Goldhawk Trl,380 Goldhawk Trl,M1V 4E7,Scarborough,Toronto,102001,-79.2798335039423,43.8268714163484
82,82,514037,BAY SCHOOL OF CANADA,245 FAIRVIEW MALL DR,Private,514037,Fairview Mall Dr,245 Fairview Mall Dr,M2J 4T1,North York,Toronto,104008,-79.3418613934873,43.779729054192
83,83,487550,BAYCREST PUBLIC SCHOOL,145 BAYCREST AVE,English Public,487550,Baycrest Ave,145 Baycrest Ave,M6A 1W4,North York,Toronto,102001,-79.4442515073691,43.7266057772143
85,85,7963754,BAYVIEW MIDDLE SCHOOL,25 BUNTY LANE,English Public,7963754,Bunty Lane,25 Bunty Lane,M2K 1W4,North York,Toronto,102001,-79.3852946788356,43.7762622265316
84,84,11414990,BAYVIEW GLEN PRIVATE SCHOOL,85 MOATFIELD DR,Private,11414990,Moatfield Dr,85 Moatfield Dr,M3B 3L6,North York,Toronto,115001,-79.3518336805625,43.7590325568427
86,86,876040,BEACHES ALTERNATIVE JUNIOR SCHOOL,50 SWANWICK AVE,English Public,876040,Swanwick Ave,50 Swanwick Ave,M4E 1Z5,former Toronto,Toronto,102001,-79.2991278839731,43.6826199722785
87,87,7640837,BEACON OF LIGHT PRIVATE ELEMENTARY SCHOOL,2191 GERRARD ST E,Private,7640837,Gerrard St E,2191 Gerrard St E,M4E 2C6,former Toronto,Toronto,100001,-79.300828064662,43.6835603974233
88,88,1019694,BEAUMONDE HEIGHTS JUNIOR MIDDLE SCHOOL,70 MONTERREY DR,English Public,1019694,Monterrey Dr,70 Monterrey Dr,M9V 1T1,Etobicoke,Toronto,102001,-79.5747551861525,43.7426035565314
89,89,7792874,BEDFORD PARK PUBLIC SCHOOL,81 RANLEIGH AVE,English Public,7792874,Ranleigh Ave,81 Ranleigh Ave,M4N 1X2,former Toronto,Toronto,106007,-79.4002783723743,43.7277982581742
90,90,9085421,"BEHAVIOUR INNOVATIONS, CHILDREN'S COLLEGE",618 THE QUEENSWAY,Private,9085421,The Queensway,618 The Queensway,M8Y 1K3,Etobicoke,Toronto,115001,-79.4954821417463,43.6281819609662
91,91,11485082,BEHTUNE MEMORIAL SCHOOL,3000 LAWRENCE AVE E,Private,11485082,Lawrence Ave E,3000 Lawrence Ave E,M1P 2V1,Scarborough,Toronto,115001,-79.2496002393537,43.7553058764084
92,92,312976,BELLMERE JUNIOR PUBLIC SCHOOL,470 BRIMORTON DR,English Public,312976,Brimorton Dr,470 Brimorton Dr,M1H 2E6,Scarborough,Toronto,102001,-79.23514687523,43.7719692863916
93,93,386802,BEN HEPPNER VOCAL MUSIC ACADEMY,80 SLAN AVE,English Public,386802,Slan Ave,80 Slan Ave,M1G 3B5,Scarborough,Toronto,102001,-79.2150687264433,43.7751558784252
94,94,307066,BENDALE JUNIOR PUBLIC SCHOOL,61 BENSHIRE DR,English Public,307066,Benshire Dr,61 Benshire Dr,M1H 1M4,Scarborough,Toronto,102001,-79.2448802576444,43.7625671183697
95,95,2945619,BENNINGTON HEIGHTS ELEMENTARY SCHOOL,76 BENNINGTON HEIGHTS DR,English Public,2945619,Bennington Heights Dr,76 Bennington Heights Dr,M4G 1B1,East York,Toronto,102001,-79.3687780820258,43.6939854007409
96,96,3563886,BERKELEY ACADEMY OF CANADA,5734 YONGE ST,Private,3563886,Yonge St,5734 Yonge St,M2M 4E7,North York,Toronto,104008,-79.4168605979594,43.7827541057168
97,97,307348,BERNER TRAIL JUNIOR PUBLIC SCHOOL,120 BERNER TRL,English Public,307348,Berner Trl,120 Berner Trl,M1B 1B3,Scarborough,Toronto,106007,-79.2211413058912,43.8014341079073
98,98,17935,BESSBOROUGH DRIVE ELEMENTARY AND MIDDLE SCHOOL,211 BESSBOROUGH DR,English Public,17935,Bessborough Dr,211 Bessborough Dr,M4G 3K2,East York,Toronto,102001,-79.3701352031944,43.7072147378542
99,99,535998,BETH JACOB PRIVATE HS,410 LAWRENCE AVE W,Private,535998,Lawrence Ave W,410 Lawrence Ave W,M5M 1C2,North York,Toronto,102005,-79.4237607656785,43.7207940844222
100,100,363593,BETHUNE INTERNATIONAL ACADEMY,3838 MIDLAND AVE,Private,363593,Midland Ave,3838 Midland Ave,M1V 5K5,Scarborough,Toronto,107005,-79.2947427602857,43.8194042587414
101,101,11485082,BETHUNE MEMORIAL SCHOOL,3000 LAWRENCE AVE E,Private,11485082,Lawrence Ave E,3000 Lawrence Ave E,M1P 2V1,Scarborough,Toronto,115001,-79.2496002393537,43.7553058764084
102,102,570175,BEVERLEY HEIGHTS MIDDLE SCHOOL,26 TROUTBROOKE DR,English Public,570175,Troutbrooke Dr,26 Troutbrooke Dr,M3M 1S5,North York,Toronto,102001,-79.5047717197305,43.7330245969924
103,103,6350055,BEVERLEY SCHOOL,64 BALDWIN ST,English Public,6350055,Baldwin St,64 Baldwin St,M5T 1L4,former Toronto,Toronto,115001,-79.3957051033565,43.6557652368658
104,104,307817,BEVERLY GLEN JUNIOR PUBLIC SCHOOL,85 BEVERLY GLEN BLVD,English Public,307817,Beverly Glen Blvd,85 Beverly Glen Blvd,M1W 1W4,Scarborough,Toronto,102001,-79.3230676298928,43.7986530998679
105,105,14615528,BIALIK HEBREW DAY SCHOOL,2760 BATHURST ST,Private,14615528,Bathurst St,2760 Bathurst St,M6B 3A1,North York,Toronto,102005,-79.428122887706,43.7107064288581
106,106,343964,BIRCH CLIFF HEIGHTS PUBLIC SCHOOL,120 HIGHVIEW AVE,English Public,343964,Highview Ave,120 Highview Ave,M1N 2J1,Scarborough,Toronto,102001,-79.259816624788,43.7017413937537
107,107,351953,BIRCH CLIFF PUBLIC SCHOOL,1650 KINGSTON RD,English Public,351953,Kingston Rd,1650 Kingston Rd,M1N 1S2,Scarborough,Toronto,102001,-79.2655686242961,43.6919887241508
109,109,325504,BIRCHMOUNT PARK COLLEGIATE INSTITUTE,3663 DANFORTH AVE,English Public,325504,Danforth Ave,3663 Danforth Ave,M1N 2G2,Scarborough,Toronto,102002,-79.2594545253619,43.697753029491
110,110,10142921,BISHOP ALLEN ACADEMY,721 ROYAL YORK RD,English Separate,10142921,Royal York Rd,721 Royal York Rd,M8Y 2T3,Etobicoke,Toronto,102004,-79.5044646880695,43.6344279205779
108,108,7156751,BIRCHAS SHMUEL PRIVATE SCHOOL,465 PATRICIA AVE,Private,7156751,Patricia Ave,465 Patricia Ave,M2R 2N1,North York,Toronto,109001,-79.4440107260137,43.7840867068011
112,112,9638444,BISHOP MARROCCO THOMAS MERTON CATHOLIC SECONDARY SCHOOL,1515 BLOOR ST W,English Separate,9638444,Bloor St W,1515 Bloor St W,M6P 1A3,former Toronto,Toronto,102004,-79.4518077136626,43.655857833558
111,111,30024946,BISHOP MACDONELL CATHOLIC ELEMENTARY SCHOOL,20 BRUNEL CRT,English Separate,30024946,Brunel Crt,20 Brunel Crt,M5V 0R5,former Toronto,Toronto,114001,-79.3944968858206,43.6394568233632
113,113,834715,BISHOP STRACHAN,298 LONSDALE RD,Private,834715,Lonsdale Rd,298 Lonsdale Rd,M4V 1X2,former Toronto,Toronto,102005,-79.4093249176371,43.690345107705
114,114,490154,BLACKSMITH PUBLIC SCHOOL,45 BLACKSMITH CRES,English Public,490154,Blacksmith Cres,45 Blacksmith Cres,M3N 1V5,North York,Toronto,102001,-79.5268106869839,43.7711639591637
116,116,309574,BLANTYRE PUBLIC SCHOOL,290 BLANTYRE AVE,English Public,309574,Blantyre Ave,290 Blantyre Ave,M1N 2S4,Scarborough,Toronto,102001,-79.2838646531108,43.6851000843951
115,115,774626,BLAKE STREET JUNIOR PUBLIC SCHOOL,21 BOULTBEE AVE,English Public,774626,Boultbee Ave,21 Boultbee Ave,M4J 1A7,former Toronto,Toronto,102001,-79.3384762500832,43.6718063689636
117,117,490361,BLAYDON PUBLIC SCHOOL,25 BLAYDON AVE,English Public,490361,Blaydon Ave,25 Blaydon Ave,M3M 2C9,North York,Toronto,102001,-79.4862561391138,43.735357222836
118,118,2250071,BLESSED MARGHERITA OF CITTA DI CASTELLO CATHOLIC ELEMENTARY SCHOOL,108 SPENVALLEY DR,English Separate,2250071,Spenvalley Dr,108 Spenvalley Dr,M3L 1Z5,North York,Toronto,102003,-79.5079140443714,43.7436724724678
119,119,30012333,BLESSED PIER GIORGIO FRASSATI CATHOLIC ELEMENTARY SCHOOL,8 SEASONS DR,English Separate,30012333,Seasons Dr,8 Seasons Dr,M1X 1X4,Scarborough,Toronto,102004,-79.2327375191257,43.8298752034525
120,120,6709986,BLESSED POPE PAUL VI CATHOLIC ELEMENTARY SCHOOL,270 LAUGHTON AVE,English Separate,6709986,Laughton Ave,270 Laughton Ave,M6N 2X8,former Toronto,Toronto,102003,-79.4577930288278,43.6740129018064
121,121,7763002,BLESSED SACRAMENT CATHOLIC ELEMENTARY SCHOOL,24 BEDFORD PARK AVE,English Separate,7763002,Bedford Park Ave,24 Bedford Park Ave,M5M 1H9,former Toronto,Toronto,102003,-79.4039975153705,43.7274816103799
122,122,9602629,BLESSED TRINITY CATHOLIC ELEMENTARY SCHOOL,3205 BAYVIEW AVE,English Separate,9602629,Bayview Ave,3205 Bayview Ave,M2K 1G3,North York,Toronto,115001,-79.391826199989,43.7868975436176
123,123,306063,BLISS CARMAN SENIOR PUBLIC SCHOOL,10 BELLAMY RD S,English Public,306063,Bellamy Rd S,10 Bellamy Rd S,M1M 3N8,Scarborough,Toronto,102001,-79.2256018786147,43.732648962951
124,124,6710176,BLOOR COLLEGIATE INSTITUTE,1141 BLOOR ST W,English Public,6710176,Bloor St W,1141 Bloor St W,M6H 1M9,former Toronto,Toronto,102002,-79.4367968963581,43.65924610796
125,125,8432037,BLOORDALE MIDDLE SCHOOL,10 TOLEDO RD,English Public,8432037,Toledo Rd,10 Toledo Rd,M9C 2H3,Etobicoke,Toronto,106007,-79.5719465300651,43.6391456489153
126,126,8731366,BLOORLEA MIDDLE SCHOOL,4050 BLOOR ST W,English Public,8731366,Bloor St W,4050 Bloor St W,M9B 1M5,Etobicoke,Toronto,102001,-79.5556754935908,43.6376529320238
