_id,OBJECTID,GEO_ID,NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,GENERAL_USE_CODE,LONG,LAT
621,621,14207557,MARY MOTHER OF GOD,1515A QUEEN ST W,Private,14207557,Queen St W,1515A Queen St W,M6R 1A5,former Toronto,Toronto,115001,-79.4414399434733,43.6392854032575
611,611,385409,MAPLE LEAF COLLEGIATE,4002 SHEPPARD AVE E,Private,385409,Sheppard Ave E,4002 Sheppard Ave E,M1S 4R5,Scarborough,Toronto,104008,-79.2879056183859,43.7836906701136
622,622,6947413,MARY SHADD PUBLIC SCHOOL,135 HUPFIELD TRL,English Public,6947413,Hupfield Trl,135 Hupfield Trl,M1B 4R6,Scarborough,Toronto,102001,-79.2183240428671,43.8143956979563
610,610,845017,MANOR MONTESSORI - MOUNT PLEASANT,909 MOUNT PLEASANT RD,Private,845017,Mount Pleasant Rd,909 Mount Pleasant Rd,M4P 2Z6,former Toronto,Toronto,112001,-79.3911624302985,43.7116041441036
609,609,359023,MANHATTAN PARK JUNIOR PUBLIC SCHOOL,90 MANHATTAN DR,English Public,359023,Manhattan Dr,90 Manhattan Dr,M1R 3V8,Scarborough,Toronto,102001,-79.2953011186665,43.7533540031688
623,623,9467845,MARY WARD CATHOLIC SECONDARY SCHOOL,3200 KENNEDY RD,English Separate,9467845,Kennedy Rd,3200 Kennedy Rd,M1V 3S8,Scarborough,Toronto,102004,-79.3039400656995,43.8157534238129
607,607,358756,MALVERN JUNIOR PUBLIC SCHOOL,70 MAMMOTH HALL TRL,English Public,358756,Mammoth Hall Trl,70 Mammoth Hall Trl,M1B 1P6,Scarborough,Toronto,102001,-79.2332519441342,43.7978394610251
606,606,836897,MALVERN COLLEGIATE INSTITUTE,55 MALVERN AVE,English Public,836897,Malvern Ave,55 Malvern Ave,M4E 3E4,former Toronto,Toronto,102002,-79.2929363196488,43.6829141496984
612,612,504683,MAPLE LEAF PUBLIC SCHOOL,301 CULFORD RD,English Public,504683,Culford Rd,301 Culford Rd,M6L 2V4,North York,Toronto,102001,-79.490275221205,43.7148506431932
613,613,336715,MAPLEWOOD HIGH SCHOOL,120 GALLOWAY RD,English Public,336715,Galloway Rd,120 Galloway Rd,M1E 1W7,Scarborough,Toronto,102002,-79.1948946345862,43.7588978527975
624,624,349763,MARY WARD LINC AND ESL CENTRE,44 KELVINWAY DR,English Separate,349763,Kelvinway Dr,44 Kelvinway Dr,M1W 1N6,Scarborough,Toronto,102003,-79.3241164541271,43.7918372535513
625,625,2820814,MARYVALE PUBLIC SCHOOL,1325 PHARMACY AVE,English Public,2820814,Pharmacy Ave,1325 Pharmacy Ave,M1R 2J1,Scarborough,Toronto,102001,-79.307836183235,43.754822068202
626,626,360667,MASON ROAD JUNIOR PUBLIC SCHOOL,78 MASON RD,English Public,360667,Mason Rd,78 Mason Rd,M1M 3R2,Scarborough,Toronto,102001,-79.2256545935691,43.7390564379521
627,627,8594438,MATRIX ACADEMY,4995 KEELE ST,Private,8594438,Keele St,4995 Keele St,M3J 3B2,North York,Toronto,115001,-79.4940174471407,43.779640021511
628,628,13971288,MAURICE CODY JUNIOR PUBLIC SCHOOL,364 BELSIZE DR,English Public,13971288,Belsize Dr,364 Belsize Dr,M4S 1N2,former Toronto,Toronto,102001,-79.3776790176605,43.7048143191022
629,629,9311796,MCCANNY SECONDARY SCHOOL,1051 MCNICOLL AVE,Private,9311796,McNicoll Ave,1051 McNicoll Ave,M1W 3W6,Scarborough,Toronto,115001,-79.3334180682278,43.8037726233403
630,630,8680076,MCDONALD INTERNATIONAL ACADEMY,920 YONGE ST,Private,8680076,Yonge St,920 Yonge St,M4W 3C7,former Toronto,Toronto,115001,-79.388995216946,43.6741032299172
631,631,549130,MCDONALD INTERNATIONAL ACADEMY - NORTH YORK,5 PARK HOME AVE,Private,549130,Park Home Ave,5 Park Home Ave,M2N 6L4,North York,Toronto,104008,-79.4147649799802,43.7685488622026
632,632,13973429,MCKEE PUBLIC SCHOOL,35 CHURCH AVE,English Public,13973429,Church Ave,35 Church Ave,M2N 6X6,North York,Toronto,102001,-79.411056249547,43.7741078589817
633,633,6620127,MCMURRICH JUNIOR PUBLIC SCHOOL,115 WINONA DR,English Public,6620127,Winona Dr,115 Winona Dr,M6G 3S8,former Toronto,Toronto,102001,-79.4310619546751,43.6780763704772
634,634,30033326,MCNICOLL AVENUE SCHOOL BUILDING,155 MCNICOLL AVE,English Public,30033326,McNicoll Ave,155 McNicoll Ave,M2H 2C1,North York,Toronto,115001,-79.358084392574,43.7989816726444
635,635,6349862,MEADOWVALE PUBLIC SCHOOL,761 MEADOWVALE RD,English Public,6349862,Meadowvale Rd,761 Meadowvale Rd,M1C 1T1,Scarborough,Toronto,102001,-79.1640681823792,43.7955110107972
636,636,10154322,MELODY VILLAGE JUNIOR SCHOOL,520 SILVERSTONE DR,English Public,10154322,Silverstone Dr,520 Silverstone Dr,M9V 3L5,Etobicoke,Toronto,102001,-79.5948425834357,43.7381347518027
637,637,559927,METAMORPHOSIS GREEK ORTHODOX,30 SCARSDALE RD,Private,559927,Scarsdale Rd,30 Scarsdale Rd,M3B 2R7,North York,Toronto,113001,-79.3548698162044,43.7466801118087
638,638,8837836,METRO INTERNATIONAL ACADEMY SCHOOL,1300 DON MILLS RD,Private,8837836,Don Mills Rd,1300 Don Mills Rd,M3B 2W6,North York,Toronto,115001,-79.3466830289955,43.7454129178027
639,639,539270,METROPOLITAN BIBLE BAPTIST CHRISTIAN ACADEMY,53 MADAWASKA AVE,Private,539270,Madawaska Ave,53 Madawaska Ave,M2M 2R2,North York,Toronto,109001,-79.414957386055,43.7943828835045
640,640,8211543,METROPOLITAN PREPARATORY ACADEMY,49 MOBILE DR,Private,8211543,Mobile Dr,49 Mobile Dr,M4A 1H5,North York,Toronto,115001,-79.3183007808536,43.724011044755
641,641,999998,MICHAEL POWER ST JOSEPH CATHOLIC HIGH SCHOOL,105 ERINGATE DR,English Separate,999998,Eringate Dr,105 Eringate Dr,M9C 3Z7,Etobicoke,Toronto,102004,-79.5819840831399,43.6592899896851
642,642,4304192,MIDLAND ADULT EDUCATION CENTRE,3320 MIDLAND AVE,English Separate,4304192,Midland Ave,3320 Midland Ave,M1V 5E6,Scarborough,Toronto,107005,-79.2893531869412,43.8074335011916
643,643,6942851,MILITARY TRAIL PUBLIC SCHOOL,701 MILITARY TRL,English Public,6942851,Military Trl,701 Military Trl,M1E 4P6,Scarborough,Toronto,102001,-79.1971169704309,43.7891154918287
644,644,7471919,MILL VALLEY JUNIOR SCHOOL,411 MILL RD,English Public,7471919,Mill Rd,411 Mill Rd,M9C 1Y9,Etobicoke,Toronto,102001,-79.5869715708541,43.6441893872147
645,645,375326,MILLIKEN PUBLIC SCHOOL,130 PORT ROYAL TRL,English Public,375326,Port Royal Trl,130 Port Royal Trl,M1V 2T4,Scarborough,Toronto,102001,-79.2884969457851,43.8165865457748
646,646,1018827,MILLWOOD JUNIOR SCHOOL,222 MILL RD,English Public,1018827,Mill Rd,222 Mill Rd,M9C 1Y2,Etobicoke,Toronto,102001,-79.5769148190181,43.6334096401878
647,647,570770,MILNE VALLEY MIDDLE SCHOOL,100 UNDERHILL DR,English Public,570770,Underhill Dr,100 Underhill Dr,M3A 2J9,North York,Toronto,102001,-79.3267091236923,43.7472020481689
648,648,7890983,MIMICO ADULT CENTRE,255 ROYAL YORK RD,English Public,7890983,Royal York Rd,255 Royal York Rd,M8V 2V8,Etobicoke,Toronto,102001,-79.4966462297214,43.6130763326375
656,656,7472039,MONSIGNOR FRASER COLLEGE - MIDLAND NORTH CAMPUS,2900 MIDLAND AVE,English Separate,7472039,Midland Ave,2900 Midland Ave,M1S 3K8,Scarborough,Toronto,102003,-79.2857174919641,43.8010691646555
655,655,7472039,MONSIGNOR FRASER COLLEGE - MIDLAND CAMPUS,2900 MIDLAND AVE,English Separate,7472039,Midland Ave,2900 Midland Ave,M1S 3K8,Scarborough,Toronto,102003,-79.2857174919641,43.8010691646555
651,651,7274128,MONSEIGNEUR DE CHARBONNEL CATHOLIC SECONDARY SCHOOL,110 DREWRY AVE,French Separate,7274128,Drewry Ave,110 Drewry Ave,M2M 1C8,North York,Toronto,102004,-79.4236071352384,43.7866244564501
649,649,8731056,MINDWERX4KIDS LEARNING CENTRE,3825 BLOOR ST W,Private,8731056,Bloor St W,3825 Bloor St W,M9B 1K9,Etobicoke,Toronto,115001,-79.5376085288678,43.6410805752457
658,658,4570683,MONSIGNOR FRASER COLLEGE - NORFINCH CAMPUS,45 NORFINCH DR,English Separate,4570683,Norfinch Dr,45 Norfinch Dr,M3N 1W8,North York,Toronto,102004,-79.5270429515191,43.7578095274804
659,659,865004,MONSIGNOR FRASER COLLEGE - ST MARTIN,55 SALISBURY AVE,English Separate,865004,Salisbury Ave,55 Salisbury Ave,M4X 1C5,former Toronto,Toronto,102003,-79.3644258453696,43.6671745214295
660,660,8192155,MONSIGNOR JOHN CORRIGAN CATHOLIC ELEMENTARY SCHOOL,100 ROYALCREST RD,English Separate,8192155,Royalcrest Rd,100 Royalcrest Rd,M9V 5B4,Etobicoke,Toronto,102003,-79.6050136936641,43.7515700507883
661,661,9667012,MONSIGNOR PERCY JOHNSON CATHOLIC SECONDARY SCHOOL,2170 KIPLING AVE,English Separate,9667012,Kipling Ave,2170 Kipling Ave,M9W 4K9,Etobicoke,Toronto,102004,-79.5720168856081,43.7206946675157
663,663,7994686,MONTESSORI JEWISH DAY,55 YEOMANS RD,Private,7994686,Yeomans Rd,55 Yeomans Rd,M3H 3J7,North York,Toronto,109001,-79.4398398274914,43.7492508686707
664,664,844204,MONTROSE JUNIOR PUBLIC SCHOOL,301 MONTROSE AVE,English Public,844204,Montrose Ave,301 Montrose Ave,M6G 3G9,former Toronto,Toronto,102001,-79.4188437208257,43.6586815852248
662,662,8407358,MONTCREST SCHOOL,4 MONTCREST BLVD,Private,8407358,Montcrest Blvd,4 Montcrest Blvd,M4K 1J7,former Toronto,Toronto,115001,-79.3575714495209,43.6731667603806
665,665,20037846,MORRISH PUBLIC SCHOOL,61 CANMORE BLVD,English Public,20037846,Canmore Blvd,61 Canmore Blvd,M1C 3T7,Scarborough,Toronto,102001,-79.1792700314566,43.7931879168947
650,650,2565760,MONARCH PARK COLLEGIATE INSTITUTE,1 HANSON ST,English Public,2565760,Hanson St,1 Hanson St,M4J 1G6,former Toronto,Toronto,102002,-79.3227718925618,43.6792807307855
652,652,498533,MONSIGNER FRASIER OUR LADY OF MOUNT CARMEL SCHOOL BUILDING,270 CHEROKEE BLVD,English Separate,498533,Cherokee Blvd,270 Cherokee Blvd,M2H 3B9,North York,Toronto,102003,-79.3368020983138,43.7966139259622
657,657,11901997,MONSIGNOR FRASER COLLEGE - MIDTOWN,36 EGLINTON AVE W,English Separate,11901997,Eglinton Ave W,36 Eglinton Ave W,M4R 1A1,former Toronto,Toronto,104008,-79.399960754018,43.7065950023056
653,653,839707,MONSIGNOR FRASER COLLEGE - ANNEX CAMPUS,700 MARKHAM ST,English Separate,839707,Markham St,700 Markham St,M6G 2M3,former Toronto,Toronto,102003,-79.4137512495481,43.6672550541736
654,654,7753848,MONSIGNOR FRASER COLLEGE - ISABELLA CAMPUS,146 ISABELLA ST,English Separate,7753848,Isabella St,146 Isabella St,M4Y 1P6,former Toronto,Toronto,102004,-79.3769589372981,43.6697491633956
666,666,779906,MORSE STREET JUNIOR PUBLIC SCHOOL,180 CARLAW AVE,English Public,779906,Carlaw Ave,180 Carlaw Ave,M4M 2R9,former Toronto,Toronto,102001,-79.3401666940738,43.6601669225421
667,667,1027151,MOTHER CABRINI CATHOLIC ELEMENTARY SCHOOL,720 RENFORTH DR,English Separate,1027151,Renforth Dr,720 Renforth Dr,M9C 2N9,Etobicoke,Toronto,102003,-79.5860339131245,43.6636644387222
669,669,544255,MUIRHEAD PUBLIC SCHOOL,25 MUIRHEAD RD,English Public,544255,Muirhead Rd,25 Muirhead Rd,M2J 3W3,North York,Toronto,102001,-79.3374501774332,43.7788840209192
668,668,64159,MOUNTVIEW ALTERNATIVE JUNIOR SCHOOL,569 JANE ST,English Public,64159,Jane St,569 Jane St,M6S 4A3,York,Toronto,102002,-79.4898113825241,43.6635322654948
670,670,10924126,NATIONAL BALLET SCHOOL,400 JARVIS ST,Private,10924126,Jarvis St,400 Jarvis St,M4Y 2G6,former Toronto,Toronto,106008,-79.3775832929039,43.663598141657
671,671,762114,NATIVE LEARNING CENTRE,83 ALEXANDER ST,English Public,762114,Alexander St,83 Alexander St,M4Y 1B7,former Toronto,Toronto,102001,-79.3791781653545,43.6636084257427
672,672,341419,NATIVE LEARNING CENTRE EAST,145 GUILDWOOD PKWY,English Public,341419,Guildwood Pkwy,145 Guildwood Pkwy,M1E 1P5,Scarborough,Toronto,102002,-79.1969914784391,43.7470335031665
675,675,7635592,NELSON MANDELA PARK PUBLIC SCHOOL,440 SHUTER ST,English Public,7635592,Shuter St,440 Shuter St,M5A 1X6,former Toronto,Toronto,102002,-79.3605527757157,43.6582511901491
674,674,11915543,NEIL MCNEIL CATHOLIC HIGH SCHOOL,127 VICTORIA PARK AVE,English Separate,11915543,Victoria Park Ave,127 Victoria Park Ave,M4E 3S2,Scarborough,Toronto,102004,-79.2828981618609,43.6792997723282
673,673,3049684,NATIVITY OF OUR LORD CATHOLIC ELEMENTARY SCHOOL,35 SAFFRON CRES,English Separate,3049684,Saffron Cres,35 Saffron Cres,M9C 3T8,Etobicoke,Toronto,102003,-79.575506466774,43.6534070908518
677,677,331512,NEW COVENANT CHURCH SCHOOL,1800 ELLESMERE RD,Private,331512,Ellesmere Rd,1800 Ellesmere Rd,M1H 2V5,Scarborough,Toronto,113001,-79.2448446014296,43.7745350940689
676,676,1015558,NEW ARISING CHRISTIAN SCHOOL,69 LONG BRANCH AVE,Private,1015558,Long Branch Ave,69 Long Branch Ave,M8W 3J5,Etobicoke,Toronto,109001,-79.5333845640262,43.5936335552901
678,678,30030968,NEW HAVEN LEARNING CTR FOR CHILDREN,301 LANOR AVE,Private,30030968,Lanor Ave,301 Lanor Ave,M8W 2R1,Etobicoke,Toronto,102005,-79.5336104773711,43.6111896759132
679,679,877371,NEWTON INTERNATIONAL COLLEGE SCHOOL,17 TORONTO ST,Private,877371,Toronto St,17 Toronto St,M5C 2R1,former Toronto,Toronto,104008,-79.3760168994274,43.6504652934404
680,680,10335749,NEWTONBROOK SECONDARY SCHOOL,155 HILDA AVE,English Public,10335749,Hilda Ave,155 Hilda Ave,M2M 1V6,North York,Toronto,102002,-79.4262425900561,43.7935491354672
681,681,12267344,NIAGARA STREET JUNIOR PUBLIC SCHOOL,222 NIAGARA ST,English Public,12267344,Niagara St,222 Niagara St,M6J 2L3,former Toronto,Toronto,102001,-79.4082529250071,43.6439374594858
682,682,11739450,NILE ACADEMY - BLUE HAVEN CAMPUS,5 BLUE HAVEN CRES,Private,11739450,Blue Haven Cres,5 Blue Haven Cres,M9M 1W6,North York,Toronto,115001,-79.5582630205465,43.744521608379
683,683,30114253,NOBEL ACADEMY,5635 YONGE ST,Private,30114253,Yonge St,5635 Yonge St,M2M 3S9,North York,Toronto,115001,-79.4154068585581,43.7806289558434
684,684,1027292,NOORI ISLAMIC INSTITUTE ELEMENTARY SCHOOL,100 REXDALE BLVD,Private,1027292,Rexdale Blvd,100 Rexdale Blvd,M9W 1N7,Etobicoke,Toronto,104008,-79.5640415819901,43.7126235590118
685,685,325679,NORMAN COOK JUNIOR PUBLIC SCHOOL,725 DANFORTH RD,English Public,325679,Danforth Rd,725 Danforth Rd,M1K 1G4,Scarborough,Toronto,102001,-79.2577951258558,43.7190391303319
686,686,510159,NORMAN INGRAM PUBLIC SCHOOL,50 DUNCAIRN RD,English Public,510159,Duncairn Rd,50 Duncairn Rd,M3B 1C8,North York,Toronto,102001,-79.3496061486394,43.7399524524339
687,687,7794390,NORSEMAN JUNIOR MIDDLE SCHOOL,105 NORSEMAN ST,English Public,7794390,Norseman St,105 Norseman St,M8Z 2R1,Etobicoke,Toronto,106007,-79.5163297488864,43.6343052597247
688,688,365117,NORTH AGINCOURT JUNIOR PUBLIC SCHOOL,60 MORAN RD,English Public,365117,Moran Rd,60 Moran Rd,M1S 2J3,Scarborough,Toronto,102001,-79.2762127949402,43.7964537061583
689,689,3497653,NORTH ALBION COLLEGIATE INSTITUTE,2580 KIPLING AVE,English Public,3497653,Kipling Ave,2580 Kipling Ave,M9V 3B2,Etobicoke,Toronto,102002,-79.5851427788123,43.7471415695057
690,690,303840,NORTH BENDALE JUNIOR PUBLIC SCHOOL,29 AVELINE CRES,English Public,303840,Aveline Cres,29 Aveline Cres,M1H 2P4,Scarborough,Toronto,102001,-79.2478021030816,43.7705721088236
691,691,321476,NORTH BRIDLEWOOD JUNIOR PUBLIC SCHOOL,50 COLLINGSBROOK BLVD,English Public,321476,Collingsbrook Blvd,50 Collingsbrook Blvd,M1W 1L7,Scarborough,Toronto,102001,-79.3185870835038,43.788916355463
692,692,9950376,NORTH EAST YEAR ROUND ALTERNATIVE CENTRE,2900 DON MILLS RD E,English Public,9950376,Don Mills Rd E,2900 Don Mills Rd E,M2J 3B6,North York,Toronto,102001,-79.349385410988,43.7824288154923
693,693,14073053,NORTH KIPLING JUNIOR MIDDLE SCHOOL,2 ROWNTREE RD,English Public,14073053,Rowntree Rd,2 Rowntree Rd,M9V 5C7,Etobicoke,Toronto,106007,-79.5844719859096,43.7520919012962
694,694,870542,NORTH PREPARATORY JUNIOR PUBLIC SCHOOL,1100 SPADINA RD,English Public,870542,Spadina Rd,1100 Spadina Rd,M5N 2M6,former Toronto,Toronto,102001,-79.4203748853603,43.7057655831012
695,695,9602753,NORTH TORONTO CHRISTIAN SCHOOL,255 YORKLAND BLVD,Private,9602753,Yorkland Blvd,255 Yorkland Blvd,M2J 1S3,North York,Toronto,115001,-79.3367506936917,43.7734330101075
696,696,20097962,NORTH TORONTO COLLEGIATE INSTITUTE,17 BROADWAY AVE,English Public,20097962,Broadway Ave,17 Broadway Ave,M4P 1T7,former Toronto,Toronto,102002,-79.3966000753378,43.7098067339604
699,699,845013,NORTHERN SECONDARY SCHOOL,851 MOUNT PLEASANT RD,English Public,845013,Mount Pleasant Rd,851 Mount Pleasant Rd,M4P 2L5,former Toronto,Toronto,102002,-79.3901642998392,43.7105370975811
697,697,30055925,NORTH WEST YEAR ROUND ALTERNATIVE,425 PATRICIA AVE,English Public,30055925,Patricia Ave,425 Patricia Ave,M2R 2N1,North York,Toronto,102001,-79.4411616324684,43.784556440757
698,698,11129857,NORTH YORK LINC,685 SHEPPARD AVE E,English Public,11129857,Sheppard Ave E,685 Sheppard Ave E,M2K 1B6,North York,Toronto,115001,-79.3783925771831,43.7683164393716
707,707,523032,OAKDALE PARK MIDDLE SCHOOL,315 GRANDRAVINE DR,English Public,523032,Grandravine Dr,315 Grandravine Dr,M3N 1J5,North York,Toronto,102001,-79.5119920580985,43.7474650745775
708,708,315052,OAKRIDGE JUNIOR PUBLIC SCHOOL,110 BYNG AVE,English Public,315052,Byng Ave,110 Byng Ave,M1L 3P1,Scarborough,Toronto,102001,-79.2815887508899,43.6954675997844
702,702,30030280,NORTHVIEW HEIGHTS SECONDARY SCHOOL,550 FINCH AVE W,English Public,30030280,Finch Ave W,550 Finch Ave W,M2R 1N6,North York,Toronto,102002,-79.4461177069985,43.7738827738809
704,704,6294727,NOTRE DAME CATHOLIC HIGH SCHOOL,12 MALVERN AVE,English Separate,6294727,Malvern Ave,12 Malvern Ave,M4E 3E1,former Toronto,Toronto,102004,-79.2931313771107,43.6806857787975
700,700,33244,NORTHLEA ELEMENTARY & MIDDLE SCHOOL,305 RUMSEY RD,English Public,33244,Rumsey Rd,305 Rumsey Rd,M4G 1R4,East York,Toronto,102001,-79.3696628900613,43.7144436649986
701,701,11541973,NORTHMOUNT SCHOOL,26 MALLARD RD,Private,11541973,Mallard Rd,26 Mallard Rd,M3B 1S3,North York,Toronto,115001,-79.3499322133745,43.7477223222724
706,706,7955771,OAK LEARNERS,394 ROYAL YORK RD,Private,7955771,Royal York Rd,394 Royal York Rd,M8Y 2R3,Etobicoke,Toronto,115001,-79.4998646876554,43.61902210479
705,705,993855,NOTRE DAME DE GRACE CATHOLIC ELEMENTARY SCHOOL,59 CLEMENT RD,French Separate,993855,Clement Rd,59 Clement Rd,M9R 1Y5,Etobicoke,Toronto,102003,-79.5598091719247,43.6792638342705
709,709,12116136,OAKWOOD COLLEGIATE INSTITUTE,991 ST CLAIR AVE W,English Public,12116136,St Clair Ave W,991 St Clair Ave W,M6E 1A3,former Toronto,Toronto,102002,-79.4363790055539,43.6786558887327
710,710,13972658,OAKWOOD VILLAGE MONTESSORI SCHOOL,473 OAKWOOD AVE,Private,13972658,Oakwood Ave,473 Oakwood Ave,M6E 2W4,York,Toronto,107010,-79.4398412899027,43.6910539306298
703,703,14198771,NORWAY JUNIOR PUBLIC SCHOOL,390 KINGSTON RD,English Public,14198771,Kingston Rd,390 Kingston Rd,M4L 1T9,former Toronto,Toronto,102002,-79.3066687042731,43.676279047019
711,711,3948771,OASIS ALTERNATIVE SECONDARY SCHOOL,20 BRANT ST,English Public,3948771,Brant St,20 Brant St,M5V 2M1,former Toronto,Toronto,102001,-79.3982225847432,43.6457220331711
712,712,12631087,OCAD UNIVERSITY - ABOVEGRD ART SUPPLIES,74 MCCAUL ST,University,12631087,Mc Caul St,74 Mc Caul St,M5T 3K2,former Toronto,Toronto,115001,-79.3909129640243,43.6524633700801
713,713,12631093,OCAD UNIVERSITY - ANNEX BUILDING,113 MCCAUL ST,University,12631093,Mc Caul St,113 Mc Caul St,,former Toronto,Toronto,115001,-79.3910771987989,43.6539177497683
714,714,10947998,OCAD UNIVERSITY - INCLUSIVE DESIGN INSTITUTE,49 MCCAUL ST,University,10947998,Mc Caul St,49 Mc Caul St,,former Toronto,Toronto,115001,-79.3900624572398,43.6515933301785
715,715,14606896,OCAD UNIVERSITY - MAIN BUILDING,100 MCCAUL ST,University,14606896,Mc Caul St,100 Mc Caul St,M5T 1W1,former Toronto,Toronto,102008,-79.3912049793858,43.6530033697216
716,716,12631086,OCAD UNIVERSITY - ROSALIE SHARP PAVILION,115 MCCAUL ST,University,12631086,Mc Caul St,115 Mc Caul St,,former Toronto,Toronto,115001,-79.3911552491293,43.6540223298403
717,717,14208234,OCAD UNIVERSITY - STUDENT CENTRE,51 MCCAUL ST,University,14208234,Mc Caul St,51 Mc Caul St,M5T 2W7,former Toronto,Toronto,115001,-79.3901495341339,43.6518576127575
718,718,7796143,OCAD UNIVERSITY - THE LEARNING ZONE,122 ST PATRICK ST,University,7796143,St Patrick St,122 St Patrick St,M5T 2X8,former Toronto,Toronto,112001,-79.3901433056414,43.653472351184
719,719,8609165,O'CONNOR PUBLIC SCHOOL,1665 O'CONNOR DR,English Public,8609165,O'Connor Dr,1665 O'Connor Dr,M4A 1W5,North York,Toronto,102001,-79.304152132862,43.7165073254377
720,720,853889,OGDEN JUNIOR PUBLIC SCHOOL,33 PHOEBE ST,English Public,853889,Phoebe St,33 Phoebe St,M5T 1A8,former Toronto,Toronto,102001,-79.395126856022,43.6500136150807
721,721,990939,OLIVET NEW CHURCH,279 BURNHAMTHORPE RD,Private,990939,Burnhamthorpe Rd,279 Burnhamthorpe Rd,M9B 1Z6,Etobicoke,Toronto,109001,-79.5448717545436,43.6500467208584
722,722,507995,ONE DIRECTION ACADEMY SECONDARY SCHOOL,885 DON MILLS RD,Private,507995,Don Mills Rd,885 Don Mills Rd,M3C 1V9,North York,Toronto,104008,-79.3392782442758,43.725002565788
723,723,20258267,ONTARIO ACADEMY OF INTERNATIONAL EDUCATION,4 LANSING SQ,Private,20258267,Lansing Sq,4 Lansing Sq,M2J 5A2,North York,Toronto,104008,-79.3252164120635,43.774082570705
725,725,13501978,ONTARIO INTERNATIONAL COLLEGE,501 CONSUMERS RD,Private,13501978,Consumers Rd,501 Consumers Rd,M2J 5E2,North York,Toronto,104008,-79.3247855638345,43.7707004337905
724,724,800592,ONTARIO ACADEMY OF TECHNOLOGY SECONDARY SCHOOL,55 EGLINTON AVE E,Private,800592,Eglinton Ave E,55 Eglinton Ave E,M4P 1G8,former Toronto,Toronto,109001,-79.3960778235993,43.7069069156029
726,726,515118,ORAYNU CHILDREN'S SCHOOL,131 FENN AVE,Private,515118,Fenn Ave,131 Fenn Ave,M2P 1X7,North York,Toronto,102001,-79.3903297628128,43.7515973528757
727,727,9947932,ORDE STREET JUNIOR PUBLIC SCHOOL,18 ORDE ST,English Public,9947932,Orde St,18 Orde St,M5T 1N7,former Toronto,Toronto,102001,-79.3922600824158,43.6586274865643
728,728,7323683,ORIOLE PARK JUNIOR PUBLIC SCHOOL,80 BRAEMAR AVE,English Public,7323683,Braemar Ave,80 Braemar Ave,M5P 2L4,former Toronto,Toronto,102001,-79.4096932774579,43.7025715516779
729,729,9486678,OSSINGTON OLD ORCHARD JUNIOR PUBLIC SCHOOL,380 OSSINGTON AVE,English Public,9486678,Ossington Ave,380 Ossington Ave,M6J 3A5,former Toronto,Toronto,102001,-79.4225997592765,43.6527076700775
730,730,388154,OUR LADY OF FATIMA CATHOLIC ELEMENTARY SCHOOL,3176 ST CLAIR AVE E,English Separate,388154,St Clair Ave E,3176 St Clair Ave E,M1L 1V6,Scarborough,Toronto,102003,-79.2936158401158,43.7101599387009
731,731,313294,OUR LADY OF GRACE CATHOLIC ELEMENTARY SCHOOL,121 BRIMWOOD BLVD,English Separate,313294,Brimwood Blvd,121 Brimwood Blvd,M1V 1E5,Scarborough,Toronto,102003,-79.275044466151,43.8124790853726
732,732,10906432,OUR LADY OF GUADALUPE CATHOLIC ELEMENTARY SCHOOL,3105 DON MILLS RD,English Separate,10906432,Don Mills Rd,3105 Don Mills Rd,M2J 3C2,North York,Toronto,102003,-79.3533482302606,43.7898742436904
733,733,10923487,OUR LADY OF LOURDES CATHOLIC ELEMENTARY SCHOOL,444 SHERBOURNE ST,English Separate,10923487,Sherbourne St,444 Sherbourne St,M4X 1K2,former Toronto,Toronto,102003,-79.3746955627633,43.6660434935425
734,734,9530460,OUR LADY OF PEACE CATHOLIC ELEMENTARY SCHOOL,70 MATTICE AVE,English Separate,9530460,Mattice Ave,70 Mattice Ave,M9B 1T6,Etobicoke,Toronto,102003,-79.54107815468,43.6465122489888
735,735,13971319,OUR LADY OF PERPETUAL HELP CATHOLIC ELEMENTARY SCHOOL,1 1/2 GARFIELD AVE,English Separate,13971319,Garfield Ave,1 1/2 Garfield Ave,M4T 1E6,former Toronto,Toronto,102003,-79.3834646497375,43.687105081373
737,737,521683,OUR LADY OF THE ASSUMPTION CATHOLIC ELEMENTARY SCHOOL,125 GLENMOUNT AVE,English Separate,521683,Glenmount Ave,125 Glenmount Ave,M6B 3C2,North York,Toronto,102003,-79.4316993861152,43.7163703521353
736,736,1019749,OUR LADY OF SORROWS CATHOLIC ELEMENTARY SCHOOL,32 MONTGOMERY RD,English Separate,1019749,Montgomery Rd,32 Montgomery Rd,M8X 1Z4,Etobicoke,Toronto,102003,-79.5189670333434,43.6482193681748
738,738,9531820,OUR LADY OF VICTORY CATHOLIC ELEMENTARY SCHOOL,70 GUESTVILLE AVE,English Separate,9531820,Guestville Ave,70 Guestville Ave,M6N 4N3,York,Toronto,102003,-79.4898300918393,43.6836610022383
740,740,548156,OVERLAND LEARNING CENTRE,55 OVERLAND DR,English Public,548156,Overland Dr,55 Overland Dr,M3C 2C3,North York,Toronto,102001,-79.3484836114523,43.73179772358
